t_rx,seq,age_gap_ms,x,y,yaw,v,localized,moving,qcar_idx,rosbot_idx,gap,lat_offset,on_path
1787899242.363,8689,100,-1.121,-0.075,-3.086,0.000,1,0,387,39,5.766,-0.075,1
1787899242.463,8690,100,-1.121,-0.075,-3.086,0.000,1,0,390,39,5.676,-0.075,1
1787899242.563,8691,100,-1.121,-0.075,-3.086,0.000,1,0,392,39,5.616,-0.075,1
1787899242.663,8692,100,-1.121,-0.075,-3.086,0.000,1,0,393,39,5.586,-0.075,1
1787899242.763,8693,100,-1.121,-0.075,-3.086,0.000,1,0,396,39,5.496,-0.075,1
1787899242.865,8694,100,-1.121,-0.075,-3.086,0.000,1,0,397,39,5.466,-0.075,1
1787899242.964,8695,100,-1.121,-0.075,-3.086,0.000,1,0,398,39,5.436,-0.075,1
1787899243.063,8696,100,-1.121,-0.075,-3.086,0.000,1,0,401,39,5.346,-0.075,1
1787899243.163,8697,100,-1.121,-0.075,-3.086,0.000,1,0,404,39,5.256,-0.075,1
1787899243.263,8698,100,-1.121,-0.075,-3.086,0.000,1,0,406,39,5.195,-0.075,1
1787899243.363,8699,100,-1.121,-0.075,-3.086,0.000,1,0,408,39,5.135,-0.075,1
1787899243.463,8700,100,-1.121,-0.075,-3.086,0.000,1,0,409,39,5.105,-0.075,1
1787899243.562,8701,100,-1.121,-0.075,-3.086,0.000,1,0,412,39,5.015,-0.075,1
1787899243.663,8702,100,-1.121,-0.075,-3.086,0.000,1,0,413,39,4.985,-0.075,1
1787899243.764,8703,100,-1.121,-0.075,-3.086,0.000,1,0,416,39,4.895,-0.075,1
1787899243.863,8704,100,-1.121,-0.075,-3.086,0.000,1,0,417,39,4.865,-0.075,1
1787899243.962,8705,101,-1.121,-0.075,-3.086,0.000,1,0,418,39,4.835,-0.075,1
1787899244.063,8706,99,-1.121,-0.075,-3.086,0.000,1,0,420,39,4.775,-0.075,1
1787899244.162,8707,100,-1.121,-0.075,-3.086,0.000,1,0,422,39,4.715,-0.075,1
1787899244.264,8708,100,-1.121,-0.075,-3.086,0.000,1,0,425,39,4.625,-0.075,1
1787899244.363,8709,100,-1.121,-0.075,-3.086,0.000,1,0,426,39,4.595,-0.075,1
1787899244.462,8710,100,-1.121,-0.075,-3.086,0.000,1,0,428,39,4.535,-0.075,1
1787899244.563,8711,100,-1.121,-0.075,-3.086,0.000,1,0,430,39,4.475,-0.075,1
1787899244.662,8712,100,-1.121,-0.075,-3.086,0.000,1,0,432,39,4.415,-0.075,1
1787899244.763,8713,100,-1.121,-0.075,-3.086,0.000,1,0,434,39,4.355,-0.075,1
1787899244.863,8714,100,-1.121,-0.075,-3.086,0.000,1,0,436,39,4.295,-0.075,1
1787899244.962,8715,97,-1.121,-0.075,-3.086,0.000,1,0,437,39,4.264,-0.075,1
1787899245.063,8716,103,-1.121,-0.075,-3.086,0.000,1,0,439,39,4.204,-0.075,1
1787899245.162,8717,100,-1.121,-0.075,-3.086,0.000,1,0,441,39,4.144,-0.075,1
1787899245.262,8718,100,-1.121,-0.075,-3.086,0.000,1,0,442,39,4.114,-0.075,1
1787899245.363,8719,100,-1.121,-0.075,-3.086,0.000,1,0,443,39,4.084,-0.075,1
1787899245.462,8720,100,-1.121,-0.075,-3.086,0.000,1,0,443,39,4.084,-0.075,1
1787899245.562,8721,100,-1.121,-0.075,-3.086,0.000,1,0,444,39,4.054,-0.075,1
1787899245.662,8722,100,-1.121,-0.075,-3.086,0.000,1,0,445,39,4.024,-0.075,1
1787899245.762,8723,102,-1.121,-0.075,-3.086,0.000,1,0,446,39,3.994,-0.075,1
1787899245.862,8724,98,-1.121,-0.075,-3.086,0.000,1,0,447,39,3.964,-0.075,1
1787899245.962,8725,100,-1.121,-0.075,-3.086,0.000,1,0,448,39,3.934,-0.075,1
1787899246.063,8726,100,-1.121,-0.075,-3.086,0.000,1,0,449,39,3.904,-0.075,1
1787899246.163,8727,100,-1.121,-0.075,-3.086,0.000,1,0,450,39,3.874,-0.075,1
1787899246.263,8728,102,-1.121,-0.075,-3.086,0.000,1,0,450,39,3.874,-0.075,1
1787899246.363,8729,98,-1.121,-0.075,-3.086,0.000,1,0,452,39,3.814,-0.075,1
1787899246.463,8730,100,-1.121,-0.075,-3.086,0.000,1,0,453,39,3.784,-0.075,1
1787899246.563,8731,100,-1.121,-0.075,-3.086,0.000,1,0,454,39,3.754,-0.075,1
1787899246.663,8732,100,-1.121,-0.075,-3.086,0.000,1,0,454,39,3.754,-0.075,1
1787899246.764,8733,102,-1.121,-0.075,-3.086,0.000,1,0,456,39,3.694,-0.075,1
1787899246.863,8734,98,-1.121,-0.075,-3.086,0.000,1,0,457,39,3.664,-0.075,1
1787899246.964,8735,100,-1.121,-0.075,-3.086,0.000,1,0,457,39,3.664,-0.075,1
1787899247.062,8736,100,-1.121,-0.075,-3.086,0.000,1,0,458,39,3.634,-0.075,1
1787899247.162,8737,100,-1.121,-0.075,-3.086,0.000,1,0,459,39,3.604,-0.075,1
1787899247.262,8738,100,-1.121,-0.075,-3.086,0.000,1,0,460,39,3.574,-0.075,1
1787899247.362,8739,100,-1.121,-0.075,-3.086,0.000,1,0,461,39,3.544,-0.075,1
1787899247.463,8740,100,-1.121,-0.075,-3.086,0.000,1,0,462,39,3.514,-0.075,1
1787899247.562,8741,100,-1.121,-0.075,-3.086,0.000,1,0,463,39,3.484,-0.075,1
1787899247.663,8742,100,-1.121,-0.075,-3.086,0.000,1,0,464,39,3.454,-0.075,1
1787899247.762,8743,100,-1.121,-0.075,-3.086,0.000,1,0,465,39,3.424,-0.075,1
1787899247.863,8744,100,-1.121,-0.075,-3.086,0.000,1,0,466,39,3.394,-0.075,1
1787899247.962,8745,100,-1.121,-0.075,-3.086,0.000,1,0,467,39,3.364,-0.075,1
1787899248.062,8746,100,-1.121,-0.075,-3.086,0.000,1,0,467,39,3.364,-0.075,1
1787899248.163,8747,100,-1.121,-0.075,-3.086,0.000,1,0,469,39,3.304,-0.075,1
1787899248.263,8748,100,-1.121,-0.075,-3.086,0.000,1,0,469,39,3.304,-0.075,1
1787899248.362,8749,100,-1.121,-0.075,-3.086,0.000,1,0,471,39,3.243,-0.075,1
1787899248.462,8750,100,-1.121,-0.075,-3.086,0.000,1,0,472,39,3.213,-0.075,1
1787899248.562,8751,100,-1.121,-0.075,-3.086,0.000,1,0,472,39,3.213,-0.075,1
1787899248.662,8752,100,-1.121,-0.075,-3.086,0.000,1,0,473,39,3.183,-0.075,1
1787899248.762,8753,100,-1.121,-0.075,-3.086,0.000,1,0,475,39,3.123,-0.075,1
1787899248.862,8754,100,-1.121,-0.075,-3.086,0.000,1,0,476,39,3.093,-0.075,1
1787899248.962,8755,100,-1.121,-0.075,-3.086,0.000,1,0,476,39,3.093,-0.075,1
1787899249.062,8756,100,-1.121,-0.075,-3.086,0.000,1,0,477,39,3.063,-0.075,1
1787899249.162,8757,100,-1.121,-0.075,-3.086,0.000,1,0,479,39,3.003,-0.075,1
1787899249.262,8758,100,-1.121,-0.075,-3.086,0.000,1,0,479,39,3.003,-0.075,1
1787899249.363,8759,100,-1.121,-0.075,-3.086,0.000,1,0,480,39,2.973,-0.075,1
1787899249.463,8760,100,-1.121,-0.075,-3.086,0.000,1,0,481,39,2.943,-0.075,1
1787899249.563,8761,100,-1.121,-0.075,-3.086,0.000,1,0,482,39,2.913,-0.075,1
1787899249.663,8762,100,-1.121,-0.075,-3.086,0.000,1,0,484,39,2.853,-0.075,1
1787899249.763,8763,100,-1.121,-0.075,-3.086,0.000,1,0,484,39,2.853,-0.075,1
1787899249.863,8764,100,-1.121,-0.075,-3.086,0.000,1,0,485,39,2.823,-0.075,1
1787899249.963,8765,100,-1.121,-0.075,-3.086,0.000,1,0,487,39,2.763,-0.075,1
1787899250.063,8766,100,-1.121,-0.075,-3.086,0.000,1,0,487,39,2.763,-0.075,1
1787899250.162,8767,94,-1.121,-0.075,-3.086,0.000,1,0,488,39,2.733,-0.075,1
1787899250.262,8768,106,-1.121,-0.075,-3.086,0.000,1,0,489,39,2.703,-0.075,1
1787899250.362,8769,100,-1.121,-0.075,-3.086,0.000,1,0,490,39,2.673,-0.075,1
1787899250.462,8770,100,-1.121,-0.075,-3.086,0.000,1,0,491,39,2.643,-0.075,1
1787899250.563,8771,100,-1.121,-0.075,-3.086,0.000,1,0,492,39,2.613,-0.075,1
1787899250.664,8772,100,-1.121,-0.075,-3.086,0.000,1,0,493,39,2.583,-0.075,1
1787899250.765,8773,100,-1.121,-0.075,-3.086,0.000,1,0,494,39,2.553,-0.075,1
1787899250.862,8774,100,-1.121,-0.075,-3.086,0.000,1,0,495,39,2.523,-0.075,1
1787899250.963,8775,100,-1.121,-0.075,-3.086,0.000,1,0,496,39,2.493,-0.075,1
1787899251.063,8776,100,-1.121,-0.075,-3.086,0.000,1,0,496,39,2.493,-0.075,1
1787899251.163,8777,100,-1.121,-0.075,-3.086,0.000,1,0,498,39,2.433,-0.075,1
1787899251.262,8778,100,-1.121,-0.075,-3.086,0.000,1,0,498,39,2.433,-0.075,1
1787899251.363,8779,101,-1.121,-0.075,-3.086,0.000,1,0,499,39,2.403,-0.075,1
1787899251.463,8780,96,-1.121,-0.075,-3.086,0.000,1,0,500,39,2.373,-0.075,1
1787899251.562,8781,103,-1.121,-0.075,-3.086,0.000,1,0,501,39,2.343,-0.075,1
1787899251.662,8782,100,-1.121,-0.075,-3.086,0.000,1,0,502,39,2.312,-0.075,1
1787899251.762,8783,95,-1.121,-0.075,-3.086,0.000,1,0,503,39,2.282,-0.075,1
1787899251.864,8784,105,-1.121,-0.075,-3.086,0.000,1,0,503,39,2.282,-0.075,1
1787899251.962,8785,100,-1.121,-0.075,-3.086,0.000,1,0,505,39,2.222,-0.075,1
1787899252.063,8786,100,-1.121,-0.075,-3.086,0.000,1,0,505,39,2.222,-0.075,1
1787899252.162,8787,100,-1.121,-0.075,-3.086,0.000,1,0,506,39,2.192,-0.075,1
1787899252.262,8788,100,-1.121,-0.075,-3.086,0.000,1,0,507,39,2.162,-0.075,1
1787899252.363,8789,100,-1.121,-0.075,-3.086,0.000,1,0,508,39,2.132,-0.075,1
1787899252.463,8790,100,-1.121,-0.075,-3.086,0.000,1,0,509,39,2.102,-0.075,1
1787899252.564,8791,99,-1.121,-0.075,-3.086,0.000,1,0,510,39,2.072,-0.075,1
1787899252.663,8792,102,-1.121,-0.075,-3.086,0.000,1,0,511,39,2.042,-0.075,1
1787899252.763,8793,101,-1.121,-0.075,-3.086,0.000,1,0,513,39,1.982,-0.075,1
1787899252.863,8794,97,-1.121,-0.075,-3.086,0.000,1,0,515,39,1.922,-0.075,1
1787899252.964,8795,100,-1.121,-0.075,-3.086,0.000,1,0,515,39,1.922,-0.075,1
1787899253.063,8796,100,-1.121,-0.075,-3.086,0.000,1,0,515,39,1.922,-0.075,1
1787899253.162,8797,100,-1.121,-0.075,-3.086,0.000,1,0,515,39,1.922,-0.075,1
1787899253.263,8798,100,-1.121,-0.075,-3.086,0.000,1,0,515,39,1.922,-0.075,1
1787899253.362,8799,100,-1.121,-0.075,-3.086,0.000,1,0,515,39,1.922,-0.075,1
1787899253.462,8800,100,-1.121,-0.075,-3.086,0.000,1,0,515,39,1.922,-0.075,1
1787899253.562,8801,100,-1.121,-0.075,-3.086,0.000,1,0,515,39,1.922,-0.075,1
1787899253.662,8802,100,-1.121,-0.075,-3.086,0.000,1,0,515,39,1.922,-0.075,1
1787899253.762,8803,97,-1.121,-0.075,-3.086,0.000,1,0,515,39,1.922,-0.075,1
1787899253.863,8804,103,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899253.963,8805,101,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899254.063,8806,99,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899254.163,8807,99,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899254.265,8808,94,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899254.362,8809,106,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899254.463,8810,101,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899254.563,8811,98,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899254.662,8812,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899254.763,8813,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899254.863,8814,102,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899254.962,8815,99,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899255.062,8816,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899255.162,8817,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899255.262,8818,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899255.363,8819,97,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899255.462,8820,103,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899255.562,8821,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899255.662,8822,97,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899255.764,8823,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899255.863,8824,102,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899255.963,8825,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899256.063,8826,101,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899256.163,8827,97,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899256.263,8828,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899256.364,8829,103,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899256.463,8830,97,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899256.563,8831,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899256.663,8832,102,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899256.763,8833,94,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899256.863,8834,107,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899256.962,8835,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899257.063,8836,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899257.163,8837,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899257.263,8838,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899257.363,8839,99,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899257.462,8840,101,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899257.562,8841,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899257.662,8842,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899257.763,8843,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899257.863,8844,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899257.962,8845,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899258.062,8846,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899258.162,8847,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899258.262,8848,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899258.363,8849,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899258.462,8850,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899258.562,8851,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899258.662,8852,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899258.762,8853,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899258.863,8854,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899258.962,8855,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899259.063,8856,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899259.163,8857,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899259.264,8858,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899259.363,8859,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899259.464,8860,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899259.563,8861,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899259.664,8862,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899259.763,8863,97,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899259.863,8864,104,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899259.963,8865,99,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899260.062,8866,96,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899260.163,8867,97,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899260.263,8868,108,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899260.362,8869,96,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899260.463,8870,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899260.563,8871,103,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899260.663,8872,93,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899260.763,8873,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899260.862,8874,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899260.962,8875,103,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899261.062,8876,97,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899261.163,8877,106,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899261.263,8878,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899261.363,8879,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899261.462,8880,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899261.562,8881,94,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899261.662,8882,101,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899261.763,8883,105,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899261.862,8884,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899261.962,8885,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899262.064,8886,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899262.162,8887,96,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899262.263,8888,102,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899262.363,8889,102,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899262.463,8890,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899262.563,8891,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899262.664,8892,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899262.763,8893,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899262.863,8894,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899262.963,8895,98,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899263.063,8896,102,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899263.162,8897,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899263.263,8898,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899263.362,8899,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899263.463,8900,95,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899263.563,8901,99,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899263.663,8902,100,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
1787899263.763,8903,104,-1.121,-0.075,-3.086,0.000,1,0,520,39,1.772,-0.075,1
