time,mode,idx,x,y,yaw,ref_x,ref_y,ref_yaw,track_error,yaw_error_deg,target_v,v,delta,drive_state,lane_offset,lane_active,mean_curvature
1787899296.596,FORWARD,387,0.2675,-2.7972,1.0052,0.2975,-2.8092,1.0090,0.0324,-0.22,0.6000,0.7279,0.2294,DRIVE,0.0000,False,0.7125
1787899296.674,FORWARD,388,0.2913,-2.7487,1.0485,0.3131,-2.7836,1.0373,0.0412,0.64,0.6000,0.6972,0.2070,DRIVE,0.0000,False,0.7074
1787899296.756,FORWARD,390,0.3222,-2.6919,1.0930,0.3422,-2.7310,1.0934,0.0440,-0.02,0.6000,0.6907,0.2082,DRIVE,0.0000,False,0.7100
1787899296.834,FORWARD,392,0.3460,-2.6452,1.1382,0.3683,-2.6769,1.1492,0.0388,-0.63,0.6000,0.6984,0.2118,DRIVE,0.0000,False,0.7279
1787899296.917,FORWARD,393,0.3604,-2.5995,1.1736,0.3802,-2.6494,1.1771,0.0537,-0.20,0.6000,0.6749,0.1982,DRIVE,0.0000,False,0.7414
1787899296.994,FORWARD,395,0.3687,-2.5708,1.2112,0.4017,-2.5933,1.2330,0.0399,-1.25,0.6000,0.7089,0.1836,DRIVE,0.0000,False,0.7751
1787899297.079,FORWARD,396,0.3798,-2.5388,1.2405,0.4113,-2.5648,1.2611,0.0408,-1.18,0.6000,0.7022,0.1645,DRIVE,0.0000,False,0.7947
1787899297.158,FORWARD,397,0.3970,-2.5038,1.2747,0.4200,-2.5361,1.2893,0.0396,-0.83,0.6000,0.6894,0.1434,DRIVE,0.0000,False,0.8160
1787899297.234,FORWARD,399,0.4122,-2.4587,1.3110,0.4351,-2.4780,1.3457,0.0299,-1.99,0.6000,0.7009,0.1148,DRIVE,0.0000,False,0.8635
1787899297.315,FORWARD,401,0.4227,-2.3953,1.3485,0.4470,-2.4191,1.3915,0.0340,-2.46,0.6000,0.6910,0.0583,DRIVE,0.0000,False,0.9183
1787899297.396,FORWARD,402,0.4245,-2.3628,1.3687,0.4521,-2.3895,1.4086,0.0385,-2.29,0.6000,0.6855,0.0013,DRIVE,0.0000,False,0.9485
1787899297.475,FORWARD,404,0.4300,-2.3184,1.3936,0.4611,-2.3301,1.4318,0.0332,-2.19,0.6000,0.7003,-0.0748,DRIVE,0.0000,False,1.0127
1787899297.558,FORWARD,406,0.4370,-2.2737,1.4025,0.4691,-2.2706,1.4403,0.0322,-2.17,0.6000,0.7163,-0.1506,DRIVE,0.0000,False,1.0768
1787899297.634,FORWARD,407,0.4445,-2.2281,1.4102,0.4730,-2.2408,1.4389,0.0312,-1.65,0.6000,0.6956,-0.2183,DRIVE,0.0000,False,1.1058
1787899297.717,FORWARD,409,0.4508,-2.1804,1.3917,0.4812,-2.1813,1.4247,0.0305,-1.89,0.6000,0.7109,-0.2834,DRIVE,0.0000,False,1.1507
1787899297.796,FORWARD,411,0.4628,-2.1395,1.3700,0.4908,-2.1220,1.3941,0.0330,-1.38,0.6000,0.7348,-0.3446,DRIVE,0.0000,False,1.1701
1787899297.880,FORWARD,412,0.4750,-2.0956,1.3331,0.4964,-2.0925,1.3721,0.0216,-2.23,0.6000,0.7166,-0.3693,DRIVE,0.0000,False,1.1685
1787899297.959,FORWARD,414,0.4867,-2.0539,1.2832,0.5099,-2.0340,1.3133,0.0306,-1.72,0.6000,0.7415,-0.3980,DRIVE,0.0000,False,1.1436
1787899298.047,FORWARD,416,0.4955,-2.0118,1.2191,0.5274,-1.9765,1.2343,0.0475,-0.87,0.6000,0.7500,-0.4221,DRIVE,0.0000,False,1.0959
1787899298.117,FORWARD,417,0.5142,-1.9548,1.1678,0.5379,-1.9484,1.1916,0.0245,-1.36,0.6000,0.7333,-0.4316,DRIVE,0.0000,False,1.0672
1787899298.199,FORWARD,419,0.5265,-1.9181,1.0954,0.5625,-1.8936,1.1056,0.0435,-0.58,0.6000,0.7500,-0.4349,DRIVE,0.0000,False,1.0083
1787899298.281,FORWARD,420,0.5454,-1.8971,1.0437,0.5765,-1.8671,1.0624,0.0432,-1.07,0.6000,0.7500,-0.4088,DRIVE,0.0000,False,0.9811
1787899298.365,FORWARD,421,0.5664,-1.8642,0.9516,0.5917,-1.8412,1.0192,0.0342,-3.88,0.6000,0.7500,-0.3345,DRIVE,0.0000,False,0.9568
1787899298.441,FORWARD,422,0.5933,-1.8292,0.9203,0.6080,-1.8159,0.9762,0.0198,-3.20,0.6000,0.7418,-0.3171,DRIVE,0.0000,False,0.9360
1787899298.520,FORWARD,424,0.6213,-1.7734,0.8361,0.6437,-1.7677,0.8906,0.0232,-3.13,0.6000,0.7441,-0.3098,DRIVE,0.0000,False,0.9063
1787899298.601,FORWARD,426,0.6535,-1.7211,0.7747,0.6834,-1.7226,0.8064,0.0300,-1.82,0.6000,0.7485,-0.3263,DRIVE,0.0000,False,0.8913
1787899298.680,FORWARD,427,0.6910,-1.6943,0.7261,0.7047,-1.7014,0.7650,0.0154,-2.23,0.6000,0.7292,-0.3077,DRIVE,0.0000,False,0.8885
1787899298.755,FORWARD,428,0.7176,-1.6794,0.6517,0.7267,-1.6811,0.7241,0.0093,-4.15,0.6000,0.7264,-0.2356,DRIVE,0.0000,False,0.8884
1787899298.841,FORWARD,429,0.7481,-1.6646,0.5894,0.7496,-1.6616,0.6837,0.0034,-5.40,0.6000,0.7210,-0.1540,DRIVE,0.0000,False,0.8907
1787899298.913,FORWARD,431,0.7908,-1.6370,0.5317,0.7977,-1.6256,0.6047,0.0133,-4.18,0.6000,0.7303,-0.0929,DRIVE,0.0000,False,0.9026
1787899298.998,FORWARD,433,0.8477,-1.5949,0.4928,0.8483,-1.5933,0.5303,0.0017,-2.15,0.6000,0.7155,-0.0577,DRIVE,0.0000,False,0.9253
1787899299.079,FORWARD,435,0.8838,-1.5676,0.4638,0.9010,-1.5645,0.4746,0.0175,-0.61,0.5196,0.4198,-0.0841,DRIVE,0.0000,False,0.9611
1787899299.157,FORWARD,436,0.9160,-1.5485,0.4559,0.9279,-1.5511,0.4541,0.0121,0.10,0.4989,0.4068,-0.0973,DRIVE,0.0000,False,0.9842
1787899299.236,FORWARD,437,0.9569,-1.5317,0.4317,0.9550,-1.5381,0.4384,0.0067,-0.38,0.4463,0.3800,-0.0685,DRIVE,0.0000,False,1.0107
1787899299.317,FORWARD,439,1.0157,-1.5177,0.4199,1.0096,-1.5132,0.4201,0.0075,-0.01,0.4122,0.3732,-0.0066,DRIVE,0.0000,False,1.0719
1787899299.405,FORWARD,440,1.0486,-1.5094,0.4141,1.0371,-1.5010,0.4173,0.0143,-0.19,0.3966,0.3656,0.0571,DRIVE,0.0000,False,1.1050
1787899299.479,FORWARD,441,1.0805,-1.4901,0.4060,1.0645,-1.4888,0.4188,0.0161,-0.73,0.3752,0.3536,0.1200,DRIVE,0.0000,False,1.1385
1787899299.556,FORWARD,442,1.1096,-1.4735,0.4071,1.0919,-1.4765,0.4245,0.0179,-0.99,0.3530,0.3462,0.1792,DRIVE,0.0000,False,1.1712
1787899299.634,FORWARD,443,1.1297,-1.4583,0.4123,1.1192,-1.4640,0.4345,0.0120,-1.28,0.3391,0.3513,0.2306,DRIVE,0.0000,False,1.2020
1787899299.715,FORWARD,444,1.1484,-1.4478,0.4182,1.1464,-1.4512,0.4491,0.0040,-1.77,0.3252,0.3610,0.2845,DRIVE,0.0000,False,1.2301
1787899299.794,FORWARD,444,1.1627,-1.4419,0.4366,1.1464,-1.4512,0.4491,0.0188,-0.71,0.3126,0.3376,0.3010,DRIVE,0.0000,False,1.2301
1787899299.876,FORWARD,445,1.1789,-1.4254,0.4546,1.1733,-1.4379,0.4683,0.0137,-0.78,0.3045,0.3471,0.3195,DRIVE,0.0000,False,1.2546
1787899299.956,FORWARD,446,1.1944,-1.4225,0.4718,1.2000,-1.4240,0.4925,0.0058,-1.19,0.2863,0.3636,0.3551,DRIVE,0.0000,False,1.2751
1787899300.037,FORWARD,446,1.2092,-1.4158,0.4968,1.2000,-1.4240,0.4925,0.0124,0.24,0.2737,0.3381,0.3564,DRIVE,0.0000,False,1.2751
1787899300.123,FORWARD,447,1.2312,-1.4023,0.5213,1.2262,-1.4095,0.5220,0.0087,-0.04,0.2598,0.3424,0.3762,DRIVE,0.0000,False,1.2914
1787899300.194,FORWARD,448,1.2546,-1.3912,0.5486,1.2520,-1.3940,0.5571,0.0038,-0.49,0.2477,0.3474,0.4070,DRIVE,0.0000,False,1.3035
1787899300.275,FORWARD,449,1.2737,-1.3777,0.5775,1.2771,-1.3777,0.5980,0.0034,-1.17,0.2320,0.3544,0.4368,DRIVE,0.0000,False,1.3117
1787899300.360,FORWARD,449,1.2847,-1.3632,0.6062,1.2771,-1.3777,0.5980,0.0163,0.47,0.2257,0.3277,0.4236,DRIVE,0.0000,False,1.3117
1787899300.434,FORWARD,450,1.2968,-1.3553,0.6342,1.3016,-1.3602,0.6410,0.0069,-0.39,0.2070,0.3450,0.4285,DRIVE,0.0000,False,1.3165
1787899300.516,FORWARD,451,1.3206,-1.3593,0.6657,1.3253,-1.3418,0.6840,0.0181,-1.05,0.2000,0.3619,0.4563,DRIVE,0.0000,False,1.3184
1787899300.594,FORWARD,451,1.3352,-1.3587,0.6811,1.3253,-1.3418,0.6840,0.0197,-0.17,0.2000,0.3458,0.4683,DRIVE,0.0000,False,1.3184
1787899300.679,FORWARD,452,1.3543,-1.3367,0.7338,1.3481,-1.3223,0.7270,0.0157,0.39,0.2000,0.3463,0.4548,DRIVE,0.0000,False,1.3181
1787899300.755,FORWARD,453,1.3674,-1.3093,0.7597,1.3701,-1.3018,0.7698,0.0079,-0.58,0.2000,0.3516,0.4532,DRIVE,0.0000,False,1.3161
1787899300.836,FORWARD,454,1.3815,-1.2801,0.8091,1.3913,-1.2805,0.8124,0.0097,-0.19,0.2000,0.3494,0.4311,DRIVE,0.0000,False,1.3129
1787899300.918,FORWARD,454,1.3891,-1.2744,0.8336,1.3913,-1.2805,0.8124,0.0064,1.21,0.2000,0.3349,0.3985,DRIVE,0.0000,False,1.3129
1787899300.996,FORWARD,455,1.4050,-1.2663,0.8839,1.4114,-1.2583,0.8547,0.0103,1.67,0.2000,0.3502,0.3691,DRIVE,0.0000,False,1.3088
1787899301.077,FORWARD,456,1.4219,-1.2537,0.9071,1.4307,-1.2352,0.8968,0.0205,0.59,0.2000,0.3648,0.3749,DRIVE,0.0000,False,1.3042
1787899301.157,FORWARD,457,1.4407,-1.2348,0.9455,1.4489,-1.2113,0.9385,0.0249,0.40,0.2000,0.3699,0.3808,DRIVE,0.0000,False,1.2992
1787899301.239,FORWARD,457,1.4517,-1.2100,0.9688,1.4489,-1.2113,0.9385,0.0031,1.74,0.2000,0.3350,0.3650,DRIVE,0.0000,False,1.2992
1787899301.314,FORWARD,458,1.4564,-1.1796,1.0125,1.4662,-1.1868,0.9798,0.0121,1.87,0.2000,0.3371,0.3364,DRIVE,0.0000,False,1.2940
1787899301.393,FORWARD,459,1.4631,-1.1546,1.0540,1.4824,-1.1615,1.0208,0.0205,1.90,0.2000,0.3427,0.3081,DRIVE,0.0000,False,1.2885
1787899301.480,FORWARD,460,1.4732,-1.1370,1.0829,1.4976,-1.1356,1.0615,0.0244,1.23,0.2000,0.3555,0.3005,DRIVE,0.0000,False,1.2829
1787899301.554,FORWARD,461,1.4857,-1.1294,1.1028,1.5117,-1.1091,1.1017,0.0330,0.06,0.2097,0.3802,0.3163,DRIVE,0.0000,False,1.2772
1787899301.636,FORWARD,461,1.4968,-1.1230,1.1240,1.5117,-1.1091,1.1017,0.0204,1.28,0.2320,0.3687,0.3086,DRIVE,0.0000,False,1.2772
1787899301.714,FORWARD,462,1.5114,-1.1007,1.1621,1.5247,-1.0820,1.1416,0.0229,1.17,0.2448,0.3754,0.3049,DRIVE,0.0000,False,1.2713
1787899301.795,FORWARD,463,1.5172,-1.0746,1.1822,1.5367,-1.0545,1.1812,0.0280,0.06,0.2614,0.3851,0.3138,DRIVE,0.0000,False,1.2654
1787899301.877,FORWARD,464,1.5199,-1.0421,1.2191,1.5475,-1.0265,1.2205,0.0318,-0.08,0.2924,0.3888,0.3033,DRIVE,0.0000,False,1.2595
1787899301.954,FORWARD,465,1.5230,-1.0114,1.2530,1.5573,-0.9981,1.2595,0.0367,-0.37,0.3291,0.3951,0.2878,DRIVE,0.0000,False,1.2536
1787899302.036,FORWARD,465,1.5312,-0.9948,1.2724,1.5573,-0.9981,1.2595,0.0263,0.74,0.4053,0.3843,0.2569,DRIVE,0.0000,False,1.2536
1787899302.114,FORWARD,466,1.5440,-0.9738,1.3162,1.5659,-0.9693,1.2983,0.0223,1.03,0.4824,0.4047,0.2244,DRIVE,0.0000,False,1.2478
1787899302.195,FORWARD,467,1.5524,-0.9570,1.3320,1.5734,-0.9402,1.3368,0.0269,-0.28,0.4797,0.4206,0.2333,DRIVE,0.0000,False,1.2420
1787899302.274,FORWARD,467,1.5556,-0.9366,1.3559,1.5734,-0.9402,1.3368,0.0182,1.09,0.5469,0.4052,0.2058,DRIVE,0.0000,False,1.2420
1787899302.355,FORWARD,468,1.5575,-0.9090,1.3824,1.5798,-0.9109,1.3752,0.0224,0.41,0.5283,0.4057,0.2034,DRIVE,0.0000,False,1.2364
1787899302.436,FORWARD,469,1.5593,-0.8820,1.4085,1.5851,-0.8813,1.4135,0.0258,-0.29,0.5063,0.4059,0.2158,DRIVE,0.0000,False,1.2310
1787899302.513,FORWARD,470,1.5619,-0.8492,1.4350,1.5892,-0.8516,1.4517,0.0274,-0.96,0.4880,0.3995,0.2387,DRIVE,0.0000,False,1.2257
1787899302.598,FORWARD,470,1.5692,-0.8263,1.4563,1.5892,-0.8516,1.4517,0.0322,0.26,0.4685,0.3644,0.2486,DRIVE,0.0000,False,1.2257
1787899302.689,FORWARD,471,1.5722,-0.8010,1.4838,1.5922,-0.8217,1.4899,0.0288,-0.35,0.4464,0.3661,0.2698,DRIVE,0.0000,False,1.2207
1787899302.755,FORWARD,472,1.5699,-0.7747,1.4981,1.5941,-0.7917,1.5280,0.0295,-1.71,0.4365,0.3718,0.3047,DRIVE,0.0000,False,1.2159
1787899302.836,FORWARD,472,1.5685,-0.7496,1.5296,1.5941,-0.7917,1.5280,0.0493,0.09,0.4101,0.3318,0.3037,DRIVE,0.0000,False,1.2159
1787899302.913,FORWARD,473,1.5680,-0.7200,1.5645,1.5948,-0.7617,1.5662,0.0496,-0.10,0.3908,0.3281,0.3122,DRIVE,0.0000,False,1.2113
1787899302.994,FORWARD,474,1.5685,-0.6966,1.5925,1.5944,-0.7317,1.6045,0.0436,-0.69,0.3781,0.3344,0.3303,DRIVE,0.0000,False,1.2071
1787899303.074,FORWARD,475,1.5656,-0.6737,1.6068,1.5928,-0.7017,1.6428,0.0390,-2.06,0.3683,0.3443,0.3654,DRIVE,0.0000,False,1.2032
1787899303.156,FORWARD,475,1.5647,-0.6598,1.6373,1.5928,-0.7017,1.6428,0.0505,-0.32,0.3517,0.3190,0.3603,DRIVE,0.0000,False,1.2032
1787899303.236,FORWARD,476,1.5639,-0.6441,1.6554,1.5900,-0.6718,1.6813,0.0381,-1.49,0.3405,0.3368,0.3773,DRIVE,0.0000,False,1.1997
1787899303.318,FORWARD,477,1.5652,-0.6217,1.6974,1.5862,-0.6420,1.7199,0.0291,-1.29,0.3238,0.3417,0.3860,DRIVE,0.0000,False,1.1966
1787899303.396,FORWARD,478,1.5613,-0.5921,1.7219,1.5811,-0.6124,1.7587,0.0284,-2.11,0.3071,0.3411,0.4122,DRIVE,0.0000,False,1.1940
1787899303.479,FORWARD,479,1.5561,-0.5734,1.7429,1.5749,-0.5830,1.7976,0.0211,-3.14,0.2974,0.3545,0.4401,DRIVE,0.0000,False,1.1919
1787899303.556,FORWARD,479,1.5526,-0.5586,1.7783,1.5749,-0.5830,1.7976,0.0330,-1.11,0.2808,0.3266,0.4246,DRIVE,0.0000,False,1.1919
1787899303.637,FORWARD,480,1.5476,-0.5427,1.8166,1.5676,-0.5539,1.8368,0.0229,-1.16,0.2668,0.3391,0.4091,DRIVE,0.0000,False,1.1904
1787899303.716,FORWARD,481,1.5399,-0.5189,1.8458,1.5592,-0.5251,1.8754,0.0202,-1.70,0.2557,0.3440,0.4089,DRIVE,0.0000,False,1.1895
1787899303.794,FORWARD,482,1.5365,-0.4987,1.8794,1.5496,-0.4966,1.9134,0.0133,-1.95,0.2423,0.3531,0.4122,DRIVE,0.0000,False,1.1892
1787899303.876,FORWARD,482,1.5317,-0.4828,1.9044,1.5496,-0.4966,1.9134,0.0226,-0.52,0.2306,0.3272,0.3968,DRIVE,0.0000,False,1.1892
1787899303.960,FORWARD,483,1.5250,-0.4694,1.9402,1.5390,-0.4685,1.9506,0.0141,-0.60,0.2237,0.3433,0.3793,DRIVE,0.0000,False,1.1894
1787899304.034,FORWARD,484,1.5054,-0.4450,1.9786,1.5273,-0.4408,1.9873,0.0224,-0.50,0.2099,0.3398,0.3598,DRIVE,0.0000,False,1.1900
1787899304.123,FORWARD,485,1.4958,-0.4276,2.0110,1.5147,-0.4136,2.0234,0.0236,-0.71,0.2000,0.3498,0.3474,DRIVE,0.0000,False,1.1906
1787899304.197,FORWARD,486,1.4880,-0.4127,2.0437,1.5011,-0.3868,2.0590,0.0290,-0.88,0.2000,0.3650,0.3356,DRIVE,0.0000,False,1.1910
1787899304.279,FORWARD,486,1.4820,-0.3990,2.0669,1.5011,-0.3868,2.0590,0.0227,0.45,0.2000,0.3438,0.3115,DRIVE,0.0000,False,1.1910
1787899304.357,FORWARD,487,1.4723,-0.3789,2.1070,1.4865,-0.3605,2.0942,0.0232,0.74,0.2000,0.3517,0.2896,DRIVE,0.0000,False,1.1907
1787899304.438,FORWARD,488,1.4534,-0.3546,2.1324,1.4711,-0.3348,2.1290,0.0265,0.20,0.2000,0.3514,0.2858,DRIVE,0.0000,False,1.1894
1787899304.517,FORWARD,489,1.4343,-0.3423,2.1586,1.4547,-0.3096,2.1636,0.0385,-0.28,0.2000,0.3625,0.2780,DRIVE,0.0000,False,1.1866
1787899304.594,FORWARD,489,1.4262,-0.3245,2.1833,1.4547,-0.3096,2.1636,0.0322,1.13,0.2000,0.3360,0.2588,DRIVE,0.0000,False,1.1866
1787899304.676,FORWARD,490,1.4179,-0.3035,2.2165,1.4375,-0.2850,2.1979,0.0270,1.07,0.2000,0.3447,0.2522,DRIVE,0.0000,False,1.1819
1787899304.754,FORWARD,491,1.4040,-0.2849,2.2385,1.4195,-0.2610,2.2321,0.0285,0.37,0.2000,0.3533,0.2605,DRIVE,0.0000,False,1.1750
1787899304.838,FORWARD,492,1.3819,-0.2659,2.2689,1.4007,-0.2376,2.2662,0.0339,0.15,0.2000,0.3541,0.2631,DRIVE,0.0000,False,1.1655
1787899304.915,FORWARD,493,1.3608,-0.2475,2.2930,1.3810,-0.2149,2.3003,0.0384,-0.42,0.2000,0.3569,0.2717,DRIVE,0.0000,False,1.1533
1787899304.993,FORWARD,493,1.3528,-0.2340,2.3128,1.3810,-0.2149,2.3003,0.0341,0.71,0.2000,0.3355,0.2643,DRIVE,0.0000,False,1.1533
1787899305.077,FORWARD,494,1.3450,-0.2190,2.3403,1.3606,-0.1928,2.3344,0.0305,0.34,0.2000,0.3515,0.2673,DRIVE,0.0000,False,1.1382
1787899305.154,FORWARD,495,1.3299,-0.2048,2.3586,1.3395,-0.1715,2.3687,0.0346,-0.58,0.2000,0.3637,0.2834,DRIVE,0.0000,False,1.1202
1787899305.235,FORWARD,495,1.3132,-0.1910,2.3748,1.3395,-0.1715,2.3687,0.0328,0.35,0.2000,0.3354,0.2821,DRIVE,0.0000,False,1.1202
1787899305.314,FORWARD,496,1.2873,-0.1699,2.4158,1.3176,-0.1509,2.4030,0.0358,0.73,0.2000,0.3290,0.2751,DRIVE,0.0000,False,1.0993
1787899305.396,FORWARD,497,1.2693,-0.1578,2.4372,1.2951,-0.1311,2.4376,0.0371,-0.02,0.2000,0.3399,0.2816,DRIVE,0.0000,False,1.0754
1787899305.478,FORWARD,498,1.2554,-0.1460,2.4529,1.2719,-0.1120,2.4723,0.0378,-1.11,0.2000,0.3556,0.3034,DRIVE,0.0000,False,1.0486
1787899305.554,FORWARD,498,1.2492,-0.1313,2.4845,1.2719,-0.1120,2.4723,0.0297,0.70,0.2000,0.3338,0.2933,DRIVE,0.0000,False,1.0486
1787899305.637,FORWARD,499,1.2373,-0.1200,2.4910,1.2480,-0.0938,2.5074,0.0283,-0.94,0.2000,0.3534,0.3188,DRIVE,0.0000,False,1.0191
1787899305.714,FORWARD,499,1.2195,-0.1109,2.5174,1.2480,-0.0938,2.5074,0.0333,0.57,0.2000,0.3257,0.3081,DRIVE,0.0000,False,1.0191
1787899305.797,FORWARD,500,1.1970,-0.1047,2.5380,1.2235,-0.0764,2.5428,0.0388,-0.27,0.2000,0.3365,0.3093,DRIVE,0.0000,False,0.9869
1787899305.879,FORWARD,501,1.1781,-0.0902,2.5735,1.1984,-0.0600,2.5785,0.0364,-0.29,0.2000,0.3428,0.3109,DRIVE,0.0000,False,0.9522
1787899305.957,FORWARD,502,1.1524,-0.0714,2.5984,1.1727,-0.0444,2.6146,0.0338,-0.93,0.2000,0.3415,0.3318,DRIVE,0.0000,False,0.9153
1787899306.039,FORWARD,503,1.1322,-0.0616,2.6307,1.1465,-0.0298,2.6511,0.0349,-1.17,0.2000,0.3501,0.3435,DRIVE,0.0000,False,0.8763
1787899306.113,FORWARD,503,1.1131,-0.0579,2.6545,1.1465,-0.0298,2.6511,0.0437,0.20,0.2000,0.3239,0.3265,DRIVE,0.0000,False,0.8763
1787899306.196,FORWARD,504,1.0997,-0.0524,2.6773,1.1197,-0.0161,2.6880,0.0414,-0.61,0.2000,0.3437,0.3258,DRIVE,0.0000,False,0.8355
1787899306.274,FORWARD,505,1.0769,-0.0372,2.7088,1.0925,-0.0034,2.7253,0.0371,-0.94,0.2000,0.3472,0.3371,DRIVE,0.0000,False,0.7934
1787899306.357,FORWARD,506,1.0542,-0.0253,2.7405,1.0648,0.0082,2.7630,0.0351,-1.29,0.2000,0.3527,0.3505,DRIVE,0.0000,False,0.7502
1787899306.435,FORWARD,506,1.0327,-0.0175,2.7633,1.0648,0.0082,2.7630,0.0412,0.02,0.2000,0.3216,0.3439,DRIVE,0.0000,False,0.7502
1787899306.514,FORWARD,507,1.0195,-0.0162,2.7933,1.0367,0.0187,2.8010,0.0389,-0.44,0.2000,0.3423,0.3360,DRIVE,0.0000,False,0.7063
1787899306.597,FORWARD,508,1.0040,-0.0098,2.8253,1.0082,0.0282,2.8395,0.0382,-0.81,0.2000,0.3581,0.3316,DRIVE,0.0000,False,0.6619
1787899306.682,FORWARD,508,0.9807,0.0008,2.8475,1.0082,0.0282,2.8395,0.0388,0.46,0.2000,0.3247,0.3222,DRIVE,0.0000,False,0.6619
1787899306.762,FORWARD,509,0.9620,0.0039,2.8707,0.9794,0.0366,2.8782,0.0370,-0.43,0.6000,0.6546,0.3182,DRIVE,0.0000,False,0.6176
1787899306.836,FORWARD,510,0.9444,0.0077,2.9111,0.9502,0.0439,2.9172,0.0366,-0.35,0.6000,0.6612,0.2994,DRIVE,0.0000,False,0.5735
1787899306.917,FORWARD,511,0.9137,0.0134,2.9457,0.9208,0.0500,2.9565,0.0372,-0.62,0.6000,0.6516,0.2861,DRIVE,0.0000,False,0.5302
1787899306.995,FORWARD,512,0.8896,0.0201,2.9777,0.8912,0.0549,2.9959,0.0348,-1.04,0.6000,0.6487,0.2764,DRIVE,0.0000,False,0.4880
1787899307.074,FORWARD,513,0.8578,0.0238,3.0177,0.8614,0.0587,3.0340,0.0351,-0.93,0.6000,0.6357,0.2548,DRIVE,0.0000,False,0.4473
1787899307.158,FORWARD,514,0.8150,0.0240,3.0579,0.8315,0.0614,3.0688,0.0409,-0.62,0.6000,0.6087,0.2251,DRIVE,0.0000,False,0.4084
1787899307.234,FORWARD,516,0.7571,0.0296,3.1144,0.7715,0.0639,3.1292,0.0371,-0.85,0.6000,0.5882,0.1953,DRIVE,0.0000,False,0.3377
1787899307.369,FORWARD,517,0.7174,0.0256,-3.1303,0.7415,0.0639,3.1554,0.0452,-0.14,0.6000,0.5632,0.1528,DRIVE,0.0000,False,0.3063
1787899307.393,FORWARD,519,0.6814,0.0160,-3.0937,0.6814,0.0616,3.2004,0.0457,-0.63,0.6000,0.5649,0.1026,DRIVE,0.0000,False,0.2520
1787899307.479,FORWARD,520,0.6424,0.0189,-3.0593,0.6515,0.0596,3.2197,0.0417,0.24,0.6000,0.5391,0.0606,DRIVE,0.0000,False,0.2292
1787899307.558,FORWARD,522,0.6018,0.0176,-3.0336,0.5917,0.0539,3.2523,0.0377,-0.15,0.6000,0.5323,0.0265,DRIVE,0.0000,False,0.1919
1787899307.634,FORWARD,523,0.5677,0.0072,-3.0213,0.5619,0.0504,3.2658,0.0436,-0.22,0.6000,0.5103,-0.0090,DRIVE,0.0000,False,0.1773
1787899307.715,FORWARD,524,0.5265,-0.0016,-3.0130,0.5321,0.0465,3.2774,0.0484,-0.41,0.6000,0.4786,-0.0379,DRIVE,0.0000,False,0.1651
1787899307.793,FORWARD,525,0.5011,-0.0038,-3.0098,0.5023,0.0422,3.2871,0.0461,-0.79,0.6000,0.4668,-0.0538,DRIVE,0.0000,False,0.1553
1787899307.880,FORWARD,526,0.4759,-0.0047,-3.0104,0.4726,0.0378,3.2950,0.0426,-1.27,0.6000,0.4538,-0.0582,DRIVE,0.0000,False,0.1476
1787899307.954,FORWARD,527,0.4382,-0.0164,-3.0115,0.4430,0.0331,3.3008,0.0497,-1.66,0.6068,0.4256,-0.0697,DRIVE,0.0000,False,0.1418
1787899308.035,FORWARD,529,0.3900,-0.0307,-3.0204,0.3837,0.0234,3.3052,0.0544,-2.43,0.6370,0.4021,-0.0789,DRIVE,0.0000,False,0.1347
1787899308.202,FORWARD,0,0.3491,-0.0348,-3.0360,0.0568,-0.0243,-3.0096,0.2924,-1.51,0.2800,0.2800,-0.0361,DRIVE,0.0000,False,0.0432
1787899308.277,FORWARD,0,0.3274,-0.0387,-3.0336,0.0568,-0.0243,-3.0096,0.2710,-1.38,0.2744,0.2800,-0.0544,DRIVE,0.0000,False,0.0432
1787899308.356,FORWARD,0,0.3040,-0.0466,-3.0498,0.0568,-0.0243,-3.0096,0.2482,-2.30,0.2693,0.2800,-0.0472,DRIVE,0.0000,False,0.0432
1787899308.437,FORWARD,0,0.2820,-0.0476,-3.0478,0.0568,-0.0243,-3.0096,0.2264,-2.19,0.2656,0.2800,-0.0447,DRIVE,0.0000,False,0.0432
1787899308.514,FORWARD,0,0.2522,-0.0437,-3.0535,0.0568,-0.0243,-3.0096,0.1963,-2.51,0.2634,0.2800,-0.0256,DRIVE,0.0000,False,0.0432
1787899308.595,FORWARD,0,0.2343,-0.0463,-3.0585,0.0568,-0.0243,-3.0096,0.1788,-2.80,0.2620,0.2800,-0.0118,DRIVE,0.0000,False,0.0432
1787899308.675,FORWARD,0,0.2226,-0.0530,-3.0572,0.0568,-0.0243,-3.0096,0.1682,-2.73,0.2612,0.2800,-0.0147,DRIVE,0.0000,False,0.0432
1787899308.756,FORWARD,0,0.2142,-0.0534,-3.0639,0.0568,-0.0243,-3.0096,0.1601,-3.11,0.2607,0.2800,-0.0063,DRIVE,0.0000,False,0.0432
1787899308.837,FORWARD,0,0.2023,-0.0524,-3.0693,0.0568,-0.0243,-3.0096,0.1482,-3.42,0.2606,0.2800,0.0080,DRIVE,0.0000,False,0.0432
1787899308.914,FORWARD,0,0.1741,-0.0512,-3.0651,0.0568,-0.0243,-3.0096,0.1204,-3.18,0.2614,0.2800,0.0160,DRIVE,0.0000,False,0.0432
