t,tf_t,x,y,theta,yaw_deg,reason
1781809821.612350,1781809821.571241,-1.829319,4.264650,-1.936779,-110.969,distance
1781809821.912333,1781809821.867067,-1.837487,4.243246,-1.933564,-110.785,distance
1781809822.212493,1781809822.167390,-1.845487,4.221792,-1.925877,-110.345,distance
1781809822.462395,1781809822.417109,-1.853364,4.200490,-1.923563,-110.212,distance
1781809822.712359,1781809822.667031,-1.860952,4.177254,-1.920109,-110.014,distance
1781809822.962366,1781809822.917594,-1.867830,4.157420,-1.917297,-109.853,distance
1781809823.212348,1781809823.167432,-1.874839,4.137947,-1.914730,-109.706,distance
1781809823.462404,1781809823.417737,-1.877879,4.117956,-1.917266,-109.851,distance
1781809823.712366,1781809823.667475,-1.884866,4.098547,-1.915103,-109.727,distance
1781809823.962567,1781809823.917488,-1.892233,4.077919,-1.912089,-109.555,distance
1781809824.262440,1781809824.217305,-1.899520,4.058395,-1.910398,-109.458,distance
1781809824.562431,1781809824.517405,-1.907072,4.036930,-1.907234,-109.276,distance
1781809824.812573,1781809824.767524,-1.912630,4.013336,-1.905822,-109.196,distance
1781809825.062354,1781809825.017195,-1.919220,3.994347,-1.903774,-109.078,distance
1781809825.262415,1781809825.217411,-1.924995,3.971190,-1.899921,-108.857,distance
1781809825.512390,1781809825.467366,-1.931627,3.949576,-1.896943,-108.687,distance
1781809825.762573,1781809825.717200,-1.938142,3.930252,-1.894491,-108.546,distance
1781809826.062389,1781809826.019479,-1.945215,3.908425,-1.891502,-108.375,distance
1781809826.612368,1781809826.567278,-1.948883,3.897364,-1.889728,-108.273,time
1781809827.162479,1781809827.117177,-1.948883,3.897364,-1.889487,-108.260,time
1781809827.715556,1781809827.667158,-1.948883,3.897364,-1.889243,-108.246,time
1781809828.262406,1781809828.217331,-1.948883,3.897364,-1.888969,-108.230,time
1781809828.812361,1781809828.767219,-1.948883,3.897364,-1.888653,-108.212,time
1781809829.312829,1781809829.267160,-1.948883,3.897364,-1.888430,-108.199,time
1781809829.862372,1781809829.817062,-1.948883,3.897364,-1.888221,-108.187,time
1781809830.362619,1781809830.317062,-1.948883,3.897364,-1.888013,-108.175,time
1781809830.912421,1781809830.867049,-1.948883,3.897364,-1.887725,-108.159,time
1781809831.462491,1781809831.417254,-1.948883,3.897364,-1.887488,-108.145,time
1781809832.012373,1781809831.967169,-1.948883,3.897364,-1.887220,-108.130,time
1781809832.512638,1781809832.467122,-1.948883,3.897364,-1.887039,-108.119,time
1781809833.062388,1781809833.017105,-1.948883,3.897364,-1.886858,-108.109,time
1781809833.562411,1781809833.517240,-1.948883,3.897364,-1.886645,-108.097,time
1781809834.112385,1781809834.067079,-1.948883,3.897364,-1.886337,-108.079,time
1781809834.612426,1781809834.567253,-1.948883,3.897364,-1.886064,-108.064,time
1781809835.162200,1781809835.117101,-1.948883,3.897364,-1.885855,-108.052,time
1781809835.662358,1781809835.617132,-1.948883,3.897364,-1.885596,-108.037,time
1781809836.162410,1781809836.117111,-1.948883,3.897364,-1.885342,-108.022,time
1781809836.662445,1781809836.617276,-1.948883,3.897364,-1.885039,-108.005,time
1781809837.212373,1781809837.167093,-1.948883,3.897364,-1.884810,-107.992,time
1781809837.762375,1781809837.717244,-1.948883,3.897364,-1.884544,-107.976,time
1781809838.312363,1781809838.267162,-1.948883,3.897364,-1.884298,-107.962,time
1781809838.812371,1781809838.767100,-1.953283,3.883902,-1.898444,-108.773,time
1781809839.062331,1781809839.019134,-1.963082,3.861629,-1.938156,-111.048,distance
1781809839.312335,1781809839.267093,-1.968571,3.839153,-1.965818,-112.633,distance
1781809839.812596,1781809839.767278,-1.976540,3.817823,-1.996369,-114.384,distance
1781809840.062485,1781809840.017093,-1.984703,3.798039,-2.026615,-116.116,distance
1781809840.362499,1781809840.317173,-1.994983,3.778297,-2.063952,-118.256,distance
1781809840.612374,1781809840.567093,-2.006951,3.758097,-2.102749,-120.479,distance
1781809840.912344,1781809840.867233,-2.016613,3.738044,-2.134459,-122.295,distance
1781809841.212378,1781809841.167103,-2.029958,3.716753,-2.167100,-124.166,distance
1781809841.412455,1781809841.367040,-2.042571,3.695958,-2.181128,-124.969,distance
1781809841.612416,1781809841.567099,-2.056257,3.676383,-2.183051,-125.080,distance
1781809841.812444,1781809841.767062,-2.067652,3.656928,-2.196675,-125.860,distance
1781809842.312400,1781809842.267488,-2.079989,3.640316,-2.226126,-127.548,distance
1781809842.564139,1781809842.517103,-2.093176,3.621153,-2.254237,-129.158,distance
1781809842.762376,1781809842.717034,-2.105618,3.605351,-2.284848,-130.912,distance
1781809842.962378,1781809842.917089,-2.121026,3.586185,-2.324581,-133.189,distance
1781809843.212383,1781809843.167514,-2.134902,3.571470,-2.357173,-135.056,distance
1781809843.562517,1781809843.521590,-2.150773,3.555858,-2.391471,-137.021,distance
1781809843.812409,1781809843.767577,-2.158948,3.537575,-2.413684,-138.294,distance
1781809844.062419,1781809844.017587,-2.177126,3.519288,-2.456131,-140.726,distance
1781809844.262365,1781809844.217362,-2.190254,3.501232,-2.482790,-142.253,distance
1781809844.462513,1781809844.417119,-2.207700,3.490591,-2.507755,-143.684,distance
1781809844.712486,1781809844.667277,-2.224185,3.478765,-2.539615,-145.509,distance
1781809845.012584,1781809844.967445,-2.241547,3.466797,-2.577580,-147.684,distance
1781809845.362370,1781809845.317495,-2.259949,3.455535,-2.619207,-150.070,distance
1781809845.612616,1781809845.567174,-2.279171,3.444775,-2.652839,-151.996,distance
1781809845.812440,1781809845.767426,-2.297419,3.436333,-2.679355,-153.516,distance
1781809846.012410,1781809845.967421,-2.316770,3.426998,-2.715759,-155.602,distance
1781809846.262415,1781809846.217818,-2.336007,3.416299,-2.740052,-156.993,distance
