t,tf_t,x,y,theta,yaw_deg,reason
1781701379.333616,1781701379.291357,2.656368,3.039033,1.577981,90.412,time
1781701379.878409,1781701379.841354,2.656368,3.039033,1.578109,90.419,time
1781701380.430353,1781701380.390990,2.656342,3.042669,1.577171,90.365,time
1781701380.728485,1781701380.691207,2.656264,3.063621,1.570830,90.002,distance
1781701380.978526,1781701380.941884,2.656997,3.090964,1.565253,89.682,distance
1781701381.228372,1781701381.194521,2.657216,3.114016,1.558731,89.309,distance
1781701381.528387,1781701381.491305,2.655306,3.138485,1.553823,89.028,distance
1781701381.778828,1781701381.741554,2.652903,3.159139,1.550675,88.847,distance
1781701382.078461,1781701382.041014,2.653359,3.179622,1.545375,88.543,distance
1781701382.328420,1781701382.291349,2.649419,3.204092,1.550032,88.810,distance
1781701382.628397,1781701382.591182,2.649902,3.224917,1.544154,88.474,distance
1781701382.878417,1781701382.841330,2.650498,3.246213,1.542722,88.391,distance
1781701383.128493,1781701383.091180,2.652530,3.267130,1.545061,88.525,distance
1781701383.428436,1781701383.391046,2.653095,3.289628,1.546318,88.598,distance
1781701383.678567,1781701383.641497,2.655734,3.310175,1.543296,88.424,distance
1781701383.979186,1781701383.941129,2.656343,3.332536,1.544211,88.477,distance
1781701384.278575,1781701384.241296,2.656934,3.355066,1.545193,88.533,distance
1781701384.528427,1781701384.493211,2.656314,3.376876,1.547086,88.641,distance
1781701384.828367,1781701384.791989,2.656815,3.398518,1.548458,88.720,distance
1781701385.278389,1781701385.241052,2.658932,3.422153,1.543741,88.450,distance
1781701385.528365,1781701385.491237,2.659469,3.442191,1.544428,88.489,distance
1781701385.778376,1781701385.741497,2.661405,3.463157,1.545604,88.557,distance
1781701386.078595,1781701386.041021,2.661967,3.486039,1.547101,88.642,distance
1781701386.378435,1781701386.341163,2.662497,3.509027,1.548558,88.726,distance
1781701386.589593,1781701386.541054,2.664990,3.528987,1.546775,88.624,distance
1781701386.878401,1781701386.841115,2.665478,3.550044,1.548708,88.734,distance
1781701387.228436,1781701387.191047,2.669585,3.572196,1.549095,88.757,distance
1781701387.528401,1781701387.491027,2.670057,3.594959,1.551093,88.871,distance
1781701387.878401,1781701387.841382,2.664549,3.617361,1.559720,89.365,distance
1781701388.428366,1781701388.391144,2.664690,3.630440,1.560991,89.438,time
1781701388.928478,1781701388.891022,2.664690,3.630433,1.561041,89.441,time
1781701389.428625,1781701389.391361,2.664690,3.630433,1.561106,89.445,time
1781701389.978392,1781701389.941094,2.664690,3.630433,1.561287,89.455,time
1781701390.478618,1781701390.441045,2.664690,3.630433,1.561333,89.458,time
1781701391.028406,1781701390.991120,2.664690,3.630433,1.561361,89.459,time
1781701391.528437,1781701391.495457,2.664690,3.630433,1.561358,89.459,time
1781701392.078439,1781701392.041281,2.664690,3.630433,1.561417,89.463,time
1781701392.628430,1781701392.591132,2.664690,3.630433,1.561595,89.473,time
1781701393.128446,1781701393.091035,2.664690,3.630433,1.561704,89.479,time
1781701393.629627,1781701393.591026,2.664879,3.653266,1.563490,89.581,distance
1781701393.878359,1781701393.841635,2.666262,3.677565,1.566232,89.738,distance
1781701394.128390,1781701394.093629,2.666334,3.697862,1.568567,89.872,distance
1781701394.428440,1781701394.391224,2.665589,3.723317,1.569454,89.923,distance
1781701394.678404,1781701394.641062,2.664688,3.745054,1.569245,89.911,distance
1781701394.978425,1781701394.941128,2.664701,3.768391,1.571607,90.046,distance
1781701395.233199,1781701395.191045,2.662788,3.789681,1.578914,90.465,distance
1781701395.534938,1781701395.491047,2.662608,3.809986,1.580594,90.561,distance
1781701395.828332,1781701395.791067,2.662804,3.833354,1.584668,90.795,distance
1781701396.078415,1781701396.041331,2.662945,3.855810,1.588914,91.038,distance
1781701396.328413,1781701396.291138,2.662568,3.875835,1.590433,91.125,distance
1781701396.532508,1781701396.491030,2.661395,3.904327,1.597034,91.503,distance
1781701396.828364,1781701396.790980,2.660815,3.926131,1.598301,91.576,distance
1781701397.128408,1781701397.092494,2.660141,3.950021,1.599981,91.672,distance
1781701397.378349,1781701397.341002,2.656736,3.970077,1.600785,91.718,distance
1781701397.678447,1781701397.641210,2.656060,3.992068,1.602779,91.832,distance
1781701397.928222,1781701397.891133,2.655375,4.012544,1.604486,91.930,distance
1781701398.228247,1781701398.191386,2.654630,4.034140,1.606135,92.025,distance
1781701398.533155,1781701398.491046,2.653857,4.055591,1.607581,92.108,distance
1781701398.778500,1781701398.740978,2.648363,4.075857,1.607491,92.102,distance
1781701399.029933,1781701398.991463,2.647612,4.095909,1.609216,92.201,distance
1781701399.278434,1781701399.241219,2.641742,4.122328,1.619327,92.781,distance
1781701399.578415,1781701399.541383,2.640450,4.143321,1.621960,92.931,distance
1781701399.878539,1781701399.850529,2.639273,4.165961,1.623781,93.036,distance
1781701400.428446,1781701400.394027,2.637830,4.169509,1.625308,93.123,time
1781701400.978376,1781701400.941378,2.637830,4.169509,1.625313,93.124,time
1781701401.478433,1781701401.441033,2.637830,4.169509,1.625359,93.126,time
1781701401.978449,1781701401.941121,2.637830,4.169509,1.625310,93.123,time
1781701402.478489,1781701402.441211,2.637830,4.169509,1.625397,93.128,time
1781701403.028482,1781701402.990997,2.637830,4.169509,1.625423,93.130,time
1781701403.578397,1781701403.541025,2.637830,4.169509,1.625536,93.136,time
1781701404.078446,1781701404.041368,2.637830,4.169509,1.625603,93.140,time
1781701404.628491,1781701404.591304,2.637830,4.169509,1.625695,93.145,time
1781701405.178396,1781701405.141021,2.637572,4.174160,1.628453,93.303,time
1781701405.478407,1781701405.441014,2.636167,4.195950,1.645268,94.267,distance
1781701405.737486,1781701405.691470,2.634268,4.219075,1.664197,95.351,distance
1781701405.978386,1781701405.942552,2.633922,4.240825,1.677390,96.107,distance
1781701406.278496,1781701406.242403,2.631463,4.262388,1.694190,97.070,distance
1781701406.528500,1781701406.491495,2.629324,4.283130,1.708414,97.885,distance
1781701406.828497,1781701406.791230,2.626200,4.305438,1.711456,98.059,distance
1781701407.128464,1781701407.093312,2.622852,4.328915,1.714396,98.228,distance
1781701407.378439,1781701407.341445,2.620469,4.350819,1.709938,97.972,distance
1781701407.678507,1781701407.641221,2.617227,4.373771,1.712720,98.132,distance
1781701408.028403,1781701407.991557,2.613105,4.396277,1.710981,98.032,distance
1781701408.328434,1781701408.291445,2.609916,4.418697,1.713286,98.164,distance
1781701408.579173,1781701408.541385,2.606906,4.439496,1.716280,98.336,distance
1781701408.828436,1781701408.791313,2.608615,4.459910,1.710497,98.004,distance
1781701409.132000,1781701409.096534,2.605508,4.480930,1.727393,98.972,distance
1781701409.478439,1781701409.441132,2.601159,4.502409,1.747299,100.113,distance
1781701409.732476,1781701409.691240,2.597514,4.522137,1.763365,101.033,distance
1781701409.978380,1781701409.941322,2.593559,4.541746,1.780157,101.996,distance
1781701410.178403,1781701410.141055,2.590495,4.561526,1.796717,102.944,distance
1781701410.478346,1781701410.441395,2.585276,4.583441,1.816084,104.054,distance
1781701410.928390,1781701410.891115,2.583743,4.605847,1.835334,105.157,distance
1781701411.228394,1781701411.191323,2.577647,4.627711,1.853168,106.179,distance
1781701411.478529,1781701411.441170,2.571830,4.647240,1.870991,107.200,distance
1781701411.728643,1781701411.696909,2.565334,4.667149,1.882257,107.845,distance
1781701412.078388,1781701412.041342,2.558844,4.686815,1.899060,108.808,distance
1781701412.428461,1781701412.391033,2.551211,4.707423,1.916267,109.794,distance
1781701412.678364,1781701412.641391,2.543681,4.727762,1.940463,111.180,distance
1781701412.928400,1781701412.891362,2.535970,4.747094,1.966354,112.664,distance
1781701413.228413,1781701413.190993,2.527537,4.767406,1.992622,114.169,distance
1781701413.728445,1781701413.691056,2.516305,4.785835,2.026900,116.133,distance
1781701414.228465,1781701414.191285,2.508063,4.802138,2.056388,117.822,time
1781701414.528620,1781701414.491385,2.491937,4.815841,2.108225,120.792,distance
1781701414.978374,1781701414.941507,2.476294,4.831552,2.138734,122.540,distance
1781701415.328384,1781701415.292494,2.463910,4.850419,2.169248,124.289,distance
1781701415.528353,1781701415.490987,2.452714,4.868752,2.193427,125.674,distance
1781701415.778364,1781701415.741302,2.438872,4.887464,2.230683,127.809,distance
1781701415.878385,1781701415.841256,2.463324,4.869235,2.221913,127.306,distance
1781701416.178602,1781701416.141364,2.432772,4.900473,2.269229,130.017,distance
1781701416.228369,1781701416.191056,2.409651,4.918381,2.288053,131.096,distance
1781701416.528371,1781701416.491429,2.395728,4.933957,2.317144,132.763,distance
1781701416.778409,1781701416.741286,2.380726,4.947499,2.349366,134.609,distance
1781701417.028688,1781701416.991114,2.365552,4.962544,2.377039,136.194,distance
1781701417.278383,1781701417.241373,2.351554,4.977652,2.398354,137.416,distance
1781701417.828396,1781701417.791214,2.344030,4.984512,2.411000,138.140,time
1781701418.178405,1781701418.141259,2.328759,4.997962,2.433616,139.436,distance
1781701418.435119,1781701418.391996,2.308294,5.008776,2.467158,141.358,distance
1781701418.978492,1781701418.940999,2.296638,5.018162,2.489894,142.660,time
1781701419.230320,1781701419.192121,2.279885,5.030653,2.518125,144.278,distance
1781701419.578526,1781701419.541339,2.261406,5.040334,2.546525,145.905,distance
1781701419.832651,1781701419.801297,2.244245,5.051703,2.573325,147.441,distance
1781701420.078399,1781701420.041434,2.224636,5.063862,2.607199,149.381,distance
1781701420.328440,1781701420.291354,2.203625,5.073765,2.634700,150.957,distance
1781701420.728515,1781701420.691157,2.183890,5.081007,2.657827,152.282,distance
1781701420.978364,1781701420.940999,2.166055,5.090211,2.675847,153.315,distance
1781701421.228642,1781701421.191278,2.144572,5.100779,2.697237,154.540,distance
1781701421.778504,1781701421.741240,2.139777,5.100862,2.699077,154.646,time
1781701422.328404,1781701422.291394,2.133285,5.103925,2.705684,155.024,time
1781701422.578490,1781701422.541218,2.112128,5.113537,2.730156,156.426,distance
1781701422.928499,1781701422.891513,2.091470,5.122523,2.756117,157.914,distance
1781701423.228393,1781701423.191320,2.072267,5.130121,2.778230,159.181,distance
1781701423.478366,1781701423.441303,2.047985,5.135488,2.813991,161.230,distance
1781701423.733185,1781701423.691240,2.028104,5.142033,2.838020,162.607,distance
1781701423.928454,1781701423.891826,2.007089,5.149051,2.852190,163.418,distance
1781701424.478211,1781701424.441245,1.997685,5.151888,2.862506,164.010,time
1781701424.978385,1781701424.941043,1.974700,5.158243,2.885899,165.350,distance
1781701425.228643,1781701425.191270,1.952575,5.163912,2.912347,166.865,distance
1781701425.478399,1781701425.441137,1.929705,5.168995,2.938534,168.366,distance
1781701425.728496,1781701425.691141,1.908836,5.171933,2.960198,169.607,distance
1781701426.078368,1781701426.041760,1.886285,5.175783,2.983566,170.946,distance
1781701426.578526,1781701426.541226,1.864564,5.175800,2.993182,171.497,distance
1781701426.828431,1781701426.791193,1.839947,5.179440,2.996328,171.677,distance
1781701427.278449,1781701427.241163,1.816888,5.182825,2.988080,171.204,distance
1781701427.578413,1781701427.541570,1.793978,5.184480,2.967489,170.025,distance
1781701427.928463,1781701427.891246,1.772423,5.188464,2.947490,168.879,distance
1781701428.278543,1781701428.240972,1.749403,5.193204,2.927791,167.750,distance
1781701428.528530,1781701428.491255,1.729107,5.197766,2.909117,166.680,distance
1781701428.778380,1781701428.741385,1.709058,5.197290,2.892457,165.726,distance
1781701429.078449,1781701429.041212,1.687861,5.202854,2.873645,164.648,distance
1781701429.378385,1781701429.341392,1.664546,5.209395,2.853649,163.502,distance
1781701429.628376,1781701429.591617,1.644080,5.215476,2.836325,162.509,distance
1781701429.928408,1781701429.891156,1.622739,5.222394,2.816185,161.355,distance
1781701430.278437,1781701430.241492,1.603019,5.227820,2.797349,160.276,distance
1781701430.578427,1781701430.540988,1.584013,5.234788,2.779525,159.255,distance
1781701430.828420,1781701430.791096,1.563017,5.237966,2.766129,158.488,distance
1781701431.078417,1781701431.044700,1.544087,5.245579,2.748579,157.482,distance
1781701431.378375,1781701431.340976,1.524166,5.254008,2.730673,156.456,distance
1781701431.728361,1781701431.691193,1.503080,5.260289,2.702545,154.844,distance
1781701431.978428,1781701431.940973,1.484298,5.269284,2.682909,153.719,distance
1781701432.278480,1781701432.241300,1.465114,5.279066,2.660198,152.418,distance
1781701432.578655,1781701432.542179,1.445053,5.289751,2.640713,151.302,distance
1781701432.878552,1781701432.841182,1.427248,5.299665,2.622863,150.279,distance
1781701433.178443,1781701433.141219,1.410197,5.313080,2.598245,148.868,distance
1781701433.428426,1781701433.391199,1.392139,5.324174,2.578704,147.749,distance
1781701433.678346,1781701433.641629,1.372769,5.332284,2.567153,147.087,distance
1781701434.028349,1781701433.991196,1.353368,5.345062,2.548175,146.000,distance
1781701434.328431,1781701434.291149,1.335578,5.357268,2.528670,144.882,distance
1781701434.678363,1781701434.640955,1.318015,5.370320,2.497124,143.075,distance
1781701434.978383,1781701434.941210,1.301548,5.382881,2.485488,142.408,distance
1781701435.278547,1781701435.241176,1.289374,5.399388,2.484763,142.366,distance
1781701435.528340,1781701435.495775,1.273150,5.411891,2.485781,142.425,distance
1781701435.828420,1781701435.791188,1.254915,5.425904,2.487355,142.515,distance
1781701436.028423,1781701435.991211,1.238422,5.437531,2.489928,142.662,distance
1781701436.328377,1781701436.291005,1.221116,5.450709,2.492037,142.783,distance
1781701436.628587,1781701436.591072,1.202804,5.464592,2.493791,142.884,distance
1781701436.928363,1781701436.891554,1.185414,5.476918,2.498452,143.151,distance
1781701437.228360,1781701437.191115,1.168042,5.489919,2.500363,143.260,distance
1781701437.528361,1781701437.491106,1.152972,5.503769,2.492798,142.827,distance
1781701437.828489,1781701437.791796,1.135235,5.517333,2.494908,142.948,distance
1781701438.178628,1781701438.141812,1.117088,5.530770,2.519531,144.358,distance
1781701438.478360,1781701438.441296,1.096146,5.539617,2.549587,146.081,distance
1781701438.778391,1781701438.741086,1.078157,5.551464,2.572544,147.396,distance
1781701439.028444,1781701438.992646,1.059746,5.562713,2.589818,148.386,distance
1781701439.328401,1781701439.292041,1.040864,5.574090,2.613471,149.741,distance
1781701439.578403,1781701439.541399,1.021796,5.584972,2.638033,151.148,distance
1781701439.878396,1781701439.841621,1.003091,5.595000,2.661226,152.477,distance
1781701440.228415,1781701440.191245,0.985233,5.604106,2.681478,153.637,distance
1781701440.428523,1781701440.391185,0.966747,5.612349,2.695991,154.469,distance
1781701440.678456,1781701440.640965,0.947752,5.621212,2.719073,155.791,distance
1781701440.928443,1781701440.891127,0.927814,5.629348,2.745637,157.313,distance
1781701441.228480,1781701441.190998,0.906536,5.637241,2.772387,158.846,distance
1781701441.528438,1781701441.494935,0.886812,5.642209,2.793692,160.067,distance
1781701441.878591,1781701441.841099,0.864309,5.650114,2.817309,161.420,distance
1781701442.128370,1781701442.091020,0.842472,5.657204,2.843407,162.915,distance
1781701442.328372,1781701442.291019,0.819211,5.662776,2.862633,164.017,distance
1781701442.628359,1781701442.591027,0.798305,5.668531,2.887223,165.426,distance
1781701442.978395,1781701442.941191,0.777137,5.674432,2.906834,166.549,distance
1781701443.278548,1781701443.241413,0.754612,5.679579,2.931417,167.958,distance
1781701443.528422,1781701443.491061,0.732161,5.680821,2.962467,169.737,distance
1781701443.778420,1781701443.742509,0.711831,5.684301,2.986445,171.111,distance
1781701444.178501,1781701444.141366,0.689695,5.687285,3.010192,172.471,distance
1781701444.478569,1781701444.441099,0.667147,5.690022,3.035415,173.916,distance
1781701444.728514,1781701444.700024,0.646216,5.689039,3.061109,175.389,distance
1781701445.028396,1781701444.995209,0.623148,5.688806,3.088204,176.941,distance
1781701445.328520,1781701445.291088,0.601220,5.689759,3.111902,178.299,distance
1781701445.678404,1781701445.641108,0.578849,5.691048,3.131469,179.420,distance
1781701445.978618,1781701445.941737,0.554962,5.691027,-3.124720,-179.033,distance
1781701446.328469,1781701446.291063,0.533143,5.687309,-3.095958,-177.385,distance
1781701446.678530,1781701446.641113,0.500175,5.686095,-3.068702,-175.824,distance
1781701446.928421,1781701446.891262,0.478637,5.684423,-3.045790,-174.511,distance
1781701447.178416,1781701447.142387,0.456902,5.682101,-3.019000,-172.976,distance
1781701447.428384,1781701447.391038,0.436826,5.681621,-2.992998,-171.486,distance
1781701447.928395,1781701447.891566,0.417933,5.679303,-2.968260,-170.069,time
1781701448.278375,1781701448.241116,0.395074,5.675012,-2.938741,-168.377,distance
1781701448.528502,1781701448.491034,0.372658,5.670118,-2.906814,-166.548,distance
1781701448.778415,1781701448.750835,0.350979,5.664193,-2.867870,-164.317,distance
1781701449.228438,1781701449.191774,0.331424,5.655413,-2.828299,-162.050,distance
1781701449.578387,1781701449.546282,0.310302,5.648303,-2.801041,-160.488,distance
1781701449.828491,1781701449.791472,0.287558,5.641327,-2.768058,-158.598,distance
1781701450.028443,1781701449.991212,0.268107,5.633439,-2.735934,-156.757,distance
1781701450.228547,1781701450.191062,0.246642,5.629078,-2.714029,-155.502,distance
1781701450.528378,1781701450.491424,0.224613,5.619607,-2.691240,-154.197,distance
1781701450.878423,1781701450.841029,0.205055,5.609921,-2.664228,-152.649,distance
1781701451.128354,1781701451.091065,0.187206,5.600426,-2.635098,-150.980,distance
1781701451.328425,1781701451.304015,0.170600,5.586709,-2.593510,-148.597,distance
1781701451.578383,1781701451.541147,0.146603,5.569529,-2.558769,-146.607,distance
1781701451.828458,1781701451.791215,0.129497,5.558185,-2.553879,-146.327,distance
1781701452.382816,1781701452.341027,0.113223,5.547318,-2.551694,-146.201,time
1781701452.628611,1781701452.591264,0.095488,5.535417,-2.548896,-146.041,distance
1781701452.878437,1781701452.841418,0.075129,5.521780,-2.542496,-145.674,distance
1781701453.128412,1781701453.091041,0.057598,5.509772,-2.538954,-145.471,distance
1781701453.432298,1781701453.391176,0.037854,5.497132,-2.536391,-145.325,distance
1781701453.935814,1781701453.891829,0.028357,5.491767,-2.535538,-145.276,time
1781701454.478411,1781701454.441176,0.028350,5.491762,-2.535427,-145.269,time
1781701454.978420,1781701454.941082,0.028350,5.491762,-2.535358,-145.265,time
1781701455.528425,1781701455.495250,0.028350,5.491762,-2.535201,-145.256,time
1781701456.078411,1781701456.045520,0.028350,5.491762,-2.535010,-145.245,time
1781701456.629595,1781701456.591181,0.028350,5.491762,-2.534921,-145.240,time
1781701457.178250,1781701457.141022,0.028350,5.491762,-2.534805,-145.234,time
1781701457.678451,1781701457.641081,0.010058,5.479031,-2.531670,-145.054,distance
1781701458.178414,1781701458.141132,-0.006953,5.467109,-2.528411,-144.867,distance
1781701458.428395,1781701458.390955,-0.026694,5.456070,-2.528290,-144.860,distance
1781701458.678444,1781701458.641010,-0.044159,5.443749,-2.529167,-144.911,distance
1781701458.978391,1781701458.941756,-0.063332,5.430443,-2.543078,-145.708,distance
1781701459.228519,1781701459.191099,-0.083071,5.420361,-2.561007,-146.735,distance
1781701459.528409,1781701459.491285,-0.101807,5.408227,-2.575232,-147.550,distance
1781701459.828356,1781701459.791241,-0.121292,5.395994,-2.589456,-148.365,distance
1781701460.178418,1781701460.141141,-0.140831,5.383267,-2.604546,-149.230,distance
1781701460.478395,1781701460.443005,-0.159758,5.372140,-2.618178,-150.011,distance
1781701460.778428,1781701460.741307,-0.179485,5.360902,-2.632127,-150.810,distance
1781701461.078406,1781701461.041064,-0.195113,5.348264,-2.645115,-151.554,distance
1781701461.428393,1781701461.391068,-0.215433,5.337404,-2.658914,-152.345,distance
1781701461.728426,1781701461.691394,-0.234542,5.327528,-2.672766,-153.138,distance
1781701461.978396,1781701461.941040,-0.254714,5.319316,-2.684956,-153.837,distance
1781701462.228419,1781701462.191065,-0.272996,5.310442,-2.697283,-154.543,distance
1781701462.531271,1781701462.491071,-0.294086,5.300551,-2.711664,-155.367,distance
1781701462.978389,1781701462.941383,-0.313740,5.290986,-2.729626,-156.396,distance
1781701463.278397,1781701463.241116,-0.334139,5.282202,-2.743103,-157.168,distance
1781701463.628380,1781701463.594510,-0.353577,5.274668,-2.762763,-158.295,distance
1781701463.928625,1781701463.891301,-0.374424,5.266505,-2.776712,-159.094,distance
1781701464.228406,1781701464.191048,-0.394994,5.256548,-2.788577,-159.774,distance
1781701464.528465,1781701464.491129,-0.415026,5.249291,-2.802045,-160.545,distance
1781701464.829024,1781701464.792545,-0.437040,5.241659,-2.816286,-161.361,distance
1781701465.178411,1781701465.140984,-0.458146,5.234815,-2.841886,-162.828,distance
1781701465.478442,1781701465.441114,-0.478499,5.228650,-2.855153,-163.588,distance
1781701465.778409,1781701465.741067,-0.496967,5.220974,-2.868169,-164.334,distance
1781701466.078488,1781701466.046734,-0.520307,5.214589,-2.883729,-165.225,distance
1781701466.378393,1781701466.345324,-0.542534,5.208857,-2.896885,-165.979,distance
1781701466.728418,1781701466.691671,-0.564803,5.201948,-2.911694,-166.828,distance
1781701467.028395,1781701466.991746,-0.586393,5.197027,-2.925926,-167.643,distance
1781701467.378438,1781701467.341095,-0.605278,5.189327,-2.935481,-168.191,distance
1781701467.679113,1781701467.641020,-0.627703,5.184713,-2.939761,-168.436,distance
1781701468.028633,1781701467.991034,-0.649941,5.179303,-2.946742,-168.836,distance
1781701468.328356,1781701468.291180,-0.670668,5.175252,-2.955238,-169.323,distance
1781701468.578434,1781701468.540982,-0.690771,5.166128,-2.959055,-169.541,distance
1781701468.928495,1781701468.892097,-0.713928,5.161657,-2.971890,-170.277,distance
1781701469.178427,1781701469.140979,-0.734092,5.158313,-2.983118,-170.920,distance
1781701469.478399,1781701469.441002,-0.756097,5.153487,-2.977530,-170.600,distance
1781701469.778425,1781701469.740973,-0.777482,5.149938,-2.976368,-170.533,distance
