t,tf_t,x,y,theta,yaw_deg,reason
1781701260.778412,1781701260.741163,0.058991,-0.027093,-3.062249,-175.454,distance
1781701261.078364,1781701261.041020,0.036670,-0.028345,-3.071613,-175.990,distance
1781701261.378413,1781701261.341133,0.013795,-0.029968,-3.069497,-175.869,distance
1781701261.678470,1781701261.641241,-0.008022,-0.030227,-3.069011,-175.841,distance
1781701261.978352,1781701261.940991,-0.030406,-0.031870,-3.067442,-175.751,distance
1781701262.428398,1781701262.391057,-0.052045,-0.029000,-3.067182,-175.737,distance
1781701262.678372,1781701262.641675,-0.073805,-0.030638,-3.065497,-175.640,distance
1781701263.028398,1781701262.991109,-0.094956,-0.032512,-3.073374,-176.091,distance
1781701263.328633,1781701263.291169,-0.118544,-0.034143,-3.071451,-175.981,distance
1781701263.578436,1781701263.541034,-0.138698,-0.035567,-3.070345,-175.918,distance
1781701263.728355,1781701263.693122,-0.158813,-0.028997,-3.069798,-175.886,distance
1781701264.028371,1781701263.991082,-0.182717,-0.030739,-3.067843,-175.774,distance
1781701264.278386,1781701264.241320,-0.205170,-0.036649,-3.059516,-175.297,distance
1781701264.578537,1781701264.541094,-0.225474,-0.038769,-3.057586,-175.187,distance
1781701264.928397,1781701264.891091,-0.248523,-0.040726,-3.062177,-175.450,distance
1781701265.128388,1781701265.091176,-0.269868,-0.036614,-3.086319,-176.833,distance
1781701265.428479,1781701265.391025,-0.292778,-0.037534,-3.124195,-179.003,distance
1781701265.778401,1781701265.741431,-0.315530,-0.035313,3.114959,178.474,distance
1781701266.028406,1781701265.991083,-0.333970,-0.052093,3.083183,176.653,distance
1781701266.328360,1781701266.291028,-0.355282,-0.050561,3.050462,174.779,distance
1781701266.678504,1781701266.641026,-0.377180,-0.048287,3.015926,172.800,distance
1781701266.978360,1781701266.941056,-0.399186,-0.044160,2.983955,170.968,distance
1781701267.278380,1781701267.243472,-0.421157,-0.040362,2.948542,168.939,distance
1781701267.528410,1781701267.491204,-0.443626,-0.032012,2.904032,166.389,distance
1781701267.879351,1781701267.855256,-0.466640,-0.028436,2.865517,164.182,distance
1781701268.228511,1781701268.191026,-0.487820,-0.022148,2.835311,162.451,distance
1781701268.478336,1781701268.441215,-0.510625,-0.014987,2.804780,160.702,distance
1781701268.978425,1781701268.943418,-0.516058,-0.012750,2.800242,160.442,time
1781701269.478412,1781701269.441025,-0.535852,-0.005432,2.765312,158.441,distance
1781701269.728408,1781701269.691044,-0.555015,0.002412,2.733101,156.595,distance
1781701270.128364,1781701270.091352,-0.573759,0.010749,2.707729,155.141,distance
1781701270.428543,1781701270.391034,-0.594936,0.019208,2.666592,152.784,distance
1781701270.678421,1781701270.641032,-0.615403,0.030043,2.626569,150.491,distance
1781701270.828465,1781701270.791026,-0.638360,0.038014,2.602545,149.115,distance
1781701271.128446,1781701271.091054,-0.657482,0.049797,2.569208,147.205,distance
1781701271.528348,1781701271.491376,-0.673862,0.062002,2.540989,145.588,distance
1781701271.878411,1781701271.841342,-0.693030,0.076492,2.496702,143.050,distance
1781701272.128551,1781701272.090987,-0.711989,0.091201,2.457408,140.799,distance
1781701272.478349,1781701272.441030,-0.727193,0.107315,2.418045,138.544,distance
1781701272.878381,1781701272.841018,-0.736104,0.125767,2.374694,136.060,distance
1781701273.178443,1781701273.141349,-0.754370,0.141131,2.342638,134.223,distance
1781701273.428579,1781701273.391003,-0.769501,0.157085,2.309130,132.303,distance
1781701273.728395,1781701273.691272,-0.782361,0.172534,2.271177,130.129,distance
1781701273.978548,1781701273.941034,-0.795893,0.190258,2.242931,128.510,distance
1781701274.228392,1781701274.191026,-0.808426,0.206486,2.209496,126.595,distance
1781701274.528385,1781701274.491429,-0.822842,0.223662,2.174631,124.597,distance
1781701274.928432,1781701274.891668,-0.832497,0.243487,2.138165,122.508,distance
1781701275.228374,1781701275.191047,-0.843797,0.261690,2.107827,120.770,distance
1781701275.478488,1781701275.444330,-0.854608,0.284025,2.073223,118.787,distance
1781701275.728474,1781701275.697373,-0.865263,0.304113,2.034394,116.562,distance
1781701276.128375,1781701276.091374,-0.871016,0.325226,2.001368,114.670,distance
1781701276.428910,1781701276.391386,-0.882119,0.342466,1.972954,113.042,distance
1781701276.678375,1781701276.641402,-0.889778,0.361052,1.942784,111.313,distance
1781701276.928383,1781701276.891542,-0.892168,0.383595,1.898839,108.795,distance
1781701277.228474,1781701277.191048,-0.899400,0.404038,1.862269,106.700,distance
1781701277.578397,1781701277.541331,-0.905253,0.424371,1.833899,105.075,distance
1781701277.928371,1781701277.891378,-0.910737,0.445024,1.795097,102.851,distance
1781701278.178364,1781701278.141332,-0.914632,0.467452,1.763218,101.025,distance
1781701278.428371,1781701278.391009,-0.918359,0.487941,1.730051,99.125,distance
1781701278.728356,1781701278.691074,-0.921683,0.507774,1.693073,97.006,distance
1781701279.028547,1781701278.991431,-0.924796,0.532164,1.666290,95.471,distance
1781701279.329324,1781701279.291703,-0.926740,0.555616,1.631256,93.464,distance
1781701279.578478,1781701279.540998,-0.930162,0.576934,1.599991,91.673,distance
1781701279.928546,1781701279.891407,-0.930538,0.600168,1.567688,89.822,distance
1781701280.278637,1781701280.241276,-0.928459,0.621144,1.528704,87.588,distance
1781701280.678347,1781701280.641230,-0.926028,0.642155,1.496901,85.766,distance
1781701280.928375,1781701280.891533,-0.924423,0.662980,1.492818,85.532,distance
1781701281.278343,1781701281.241385,-0.920999,0.684689,1.485898,85.136,distance
1781701281.578434,1781701281.540971,-0.919001,0.708381,1.487380,85.221,distance
1781701281.928432,1781701281.891434,-0.916404,0.728780,1.485152,85.093,distance
1781701282.228416,1781701282.191360,-0.914376,0.752670,1.486941,85.195,distance
1781701282.528406,1781701282.491245,-0.913176,0.776784,1.491399,85.451,distance
1781701282.828430,1781701282.791111,-0.911305,0.800565,1.493266,85.558,distance
1781701283.078380,1781701283.041074,-0.909499,0.821467,1.496096,85.720,distance
1781701283.378342,1781701283.341257,-0.907855,0.843483,1.497192,85.783,distance
1781701283.678389,1781701283.641429,-0.906149,0.866826,1.498656,85.867,distance
1781701283.978408,1781701283.941230,-0.903012,0.889587,1.498461,85.856,distance
1781701284.278368,1781701284.241229,-0.901437,0.911552,1.500300,85.961,distance
1781701284.628566,1781701284.591144,-0.898516,0.933730,1.502906,86.110,distance
1781701284.878406,1781701284.841183,-0.897161,0.953890,1.504443,86.198,distance
1781701285.128393,1781701285.091202,-0.895827,0.974121,1.505604,86.265,distance
1781701285.478386,1781701285.445529,-0.888908,0.996770,1.504487,86.201,distance
1781701285.978419,1781701285.941151,-0.886428,1.010349,1.497784,85.817,time
1781701286.528500,1781701286.491268,-0.886428,1.010349,1.497907,85.824,time
1781701287.028604,1781701286.991278,-0.886428,1.010349,1.498038,85.831,time
1781701287.578450,1781701287.541088,-0.886428,1.010349,1.498241,85.843,time
1781701288.128216,1781701288.091318,-0.886428,1.010349,1.498514,85.859,time
1781701288.628473,1781701288.591033,-0.886428,1.010349,1.498686,85.868,time
1781701289.178517,1781701289.141226,-0.886428,1.010349,1.498788,85.874,time
1781701289.728412,1781701289.691202,-0.886428,1.010349,1.498947,85.883,time
1781701290.228555,1781701290.191252,-0.886428,1.010349,1.499021,85.888,time
1781701290.778386,1781701290.741390,-0.886428,1.010349,1.499091,85.892,time
1781701291.278641,1781701291.241240,-0.886428,1.010349,1.499180,85.897,time
1781701291.828373,1781701291.791379,-0.886428,1.010349,1.499358,85.907,time
1781701292.328462,1781701292.291285,-0.885412,1.024674,1.500774,85.988,time
1781701292.578556,1781701292.541080,-0.883930,1.046068,1.502675,86.097,distance
1781701292.828377,1781701292.791003,-0.882365,1.069246,1.504352,86.193,distance
1781701293.178375,1781701293.140958,-0.878410,1.089912,1.505744,86.273,distance
1781701293.478425,1781701293.441136,-0.877026,1.111368,1.507293,86.362,distance
1781701293.678371,1781701293.641277,-0.874180,1.133595,1.505916,86.283,distance
1781701293.978397,1781701293.941083,-0.872677,1.157075,1.507864,86.394,distance
1781701294.228379,1781701294.192079,-0.871372,1.177944,1.509131,86.467,distance
1781701294.278376,1781701294.241036,-0.892477,1.163886,1.519523,87.062,distance
1781701294.578485,1781701294.541076,-0.892548,1.184627,1.521822,87.194,distance
1781701294.878379,1781701294.841243,-0.891569,1.204964,1.523543,87.293,distance
1781701295.128475,1781701295.092733,-0.890382,1.225062,1.517675,86.956,distance
1781701295.428356,1781701295.391135,-0.889218,1.246764,1.506347,86.307,distance
1781701295.678392,1781701295.641260,-0.862915,1.273781,1.472417,84.363,distance
1781701296.028930,1781701295.991128,-0.859516,1.293748,1.442711,82.661,distance
1781701296.529104,1781701296.492522,-0.858539,1.317245,1.379694,79.051,distance
1781701296.778545,1781701296.741013,-0.876408,1.327437,1.337822,76.652,distance
1781701297.128476,1781701297.091134,-0.870512,1.351014,1.312889,75.223,distance
1781701297.428367,1781701297.391140,-0.865111,1.370657,1.285083,73.630,distance
1781701297.678398,1781701297.641050,-0.857879,1.389497,1.251733,71.719,distance
1781701297.928394,1781701297.890975,-0.849215,1.409237,1.214512,69.586,distance
1781701298.328412,1781701298.291128,-0.839963,1.428480,1.175329,67.341,distance
1781701298.578397,1781701298.541150,-0.819921,1.419940,1.166967,66.862,distance
1781701298.878354,1781701298.841184,-0.810233,1.439055,1.134864,65.023,distance
1781701299.178341,1781701299.140973,-0.797027,1.458042,1.081270,61.952,distance
1781701299.528501,1781701299.491190,-0.785694,1.477907,1.037035,59.418,distance
1781701299.828371,1781701299.791627,-0.774953,1.495615,1.006950,57.694,distance
1781701300.128456,1781701300.091261,-0.762084,1.515085,0.970618,55.612,distance
1781701300.478462,1781701300.441026,-0.749193,1.533560,0.929194,53.239,distance
1781701300.778412,1781701300.741024,-0.736557,1.550071,0.899838,51.557,distance
1781701301.028365,1781701300.991025,-0.723360,1.567677,0.875166,50.143,distance
1781701301.278486,1781701301.241361,-0.709008,1.584417,0.839522,48.101,distance
1781701301.578485,1781701301.541830,-0.691393,1.600631,0.804008,46.066,distance
1781701301.878426,1781701301.841401,-0.678801,1.616879,0.778731,44.618,distance
1781701302.228434,1781701302.196231,-0.662587,1.632509,0.747635,42.836,distance
1781701302.428517,1781701302.391413,-0.646844,1.648709,0.728497,41.740,distance
1781701302.628359,1781701302.591114,-0.631491,1.662098,0.694867,39.813,distance
1781701302.937667,1781701302.894536,-0.612443,1.674280,0.653715,37.455,distance
1781701303.428394,1781701303.391029,-0.595065,1.688550,0.618129,35.416,distance
1781701303.778369,1781701303.741028,-0.574163,1.700009,0.574644,32.925,distance
1781701304.028396,1781701303.990970,-0.553072,1.713227,0.534765,30.640,distance
1781701304.232085,1781701304.191025,-0.536024,1.725299,0.507920,29.102,distance
1781701304.628409,1781701304.591316,-0.515458,1.735600,0.470594,26.963,distance
1781701304.928455,1781701304.891502,-0.497062,1.744685,0.440364,25.231,distance
1781701305.278364,1781701305.241148,-0.475491,1.754067,0.397052,22.749,distance
1781701305.528402,1781701305.491063,-0.457137,1.764477,0.365386,20.935,distance
1781701305.828362,1781701305.791178,-0.437828,1.771591,0.334428,19.161,distance
1781701306.078644,1781701306.041249,-0.419927,1.783864,0.309759,17.748,distance
1781701306.378505,1781701306.341028,-0.399230,1.787019,0.270625,15.506,distance
1781701306.678405,1781701306.641164,-0.377246,1.792795,0.237510,13.608,distance
1781701307.028647,1781701306.991073,-0.355867,1.800682,0.212303,12.164,distance
1781701307.328361,1781701307.291010,-0.332516,1.801807,0.175042,10.029,distance
1781701307.587468,1781701307.541025,-0.309959,1.805266,0.136382,7.814,distance
1781701307.928446,1781701307.891091,-0.287458,1.805870,0.100398,5.752,distance
1781701308.328371,1781701308.291010,-0.264907,1.808181,0.070276,4.027,distance
1781701308.628367,1781701308.591692,-0.241555,1.809518,0.035987,2.062,distance
1781701308.881658,1781701308.841423,-0.216839,1.808332,-0.004647,-0.266,distance
1781701309.428372,1781701309.391326,-0.209795,1.806423,-0.029464,-1.688,time
1781701309.928690,1781701309.891020,-0.194550,1.805892,-0.038713,-2.218,time
1781701310.178452,1781701310.141590,-0.169974,1.804929,-0.039263,-2.250,distance
1781701310.428345,1781701310.391007,-0.149086,1.802696,-0.039545,-2.266,distance
1781701310.678367,1781701310.640975,-0.127504,1.801777,-0.037943,-2.174,distance
1781701310.928362,1781701310.891030,-0.106538,1.801003,-0.035652,-2.043,distance
1781701311.228361,1781701311.205923,-0.084326,1.798604,-0.035768,-2.049,distance
1781701311.578519,1781701311.542275,-0.062781,1.797849,-0.034249,-1.962,distance
1781701311.878483,1781701311.841249,-0.041116,1.796580,-0.034281,-1.964,distance
1781701312.128445,1781701312.091268,-0.020641,1.795882,-0.033552,-1.922,distance
1781701312.378560,1781701312.341477,-0.000006,1.795200,-0.032230,-1.847,distance
1781701312.678351,1781701312.641363,0.021330,1.791240,-0.036645,-2.100,distance
1781701312.978534,1781701312.941335,0.043265,1.790447,-0.035378,-2.027,distance
1781701313.278580,1781701313.241242,0.064020,1.788117,-0.040015,-2.293,distance
1781701313.578356,1781701313.541500,0.085885,1.787251,-0.038555,-2.209,distance
1781701313.878782,1781701313.841340,0.105776,1.782672,-0.048821,-2.797,distance
1781701314.178407,1781701314.141771,0.128403,1.781575,-0.047726,-2.734,distance
1781701314.428461,1781701314.391047,0.148391,1.780623,-0.047240,-2.707,distance
1781701314.878422,1781701314.841365,0.171218,1.775651,-0.051042,-2.924,distance
1781701315.128680,1781701315.091304,0.191287,1.774628,-0.050193,-2.876,distance
1781701315.428394,1781701315.391127,0.214462,1.775591,-0.048073,-2.754,distance
1781701315.728398,1781701315.691471,0.234585,1.774633,-0.046877,-2.686,distance
1781701316.228528,1781701316.191908,0.241405,1.772685,-0.046079,-2.640,time
1781701316.778382,1781701316.749693,0.244318,1.772551,-0.045922,-2.631,time
1781701317.128386,1781701317.094496,0.268487,1.771461,-0.044438,-2.546,distance
1781701317.380001,1781701317.341427,0.289749,1.770533,-0.042605,-2.441,distance
1781701317.778446,1781701317.741232,0.311436,1.770643,-0.038546,-2.209,distance
1781701318.078518,1781701318.041158,0.333518,1.769806,-0.036916,-2.115,distance
1781701318.378424,1781701318.341451,0.355568,1.771392,-0.031345,-1.796,distance
1781701318.678408,1781701318.641051,0.378302,1.770694,-0.029771,-1.706,distance
1781701319.028485,1781701318.991577,0.400797,1.769776,-0.021251,-1.218,distance
1781701319.328356,1781701319.291411,0.422969,1.769323,-0.019524,-1.119,distance
1781701319.629653,1781701319.591373,0.443235,1.772715,-0.014012,-0.803,distance
1781701319.978383,1781701319.941349,0.464138,1.772615,-0.012313,-0.705,distance
1781701320.228364,1781701320.191356,0.485798,1.772368,-0.010223,-0.586,distance
1781701320.428390,1781701320.391415,0.506069,1.772047,-0.011176,-0.640,distance
1781701320.728599,1781701320.691208,0.528938,1.771809,-0.009330,-0.535,distance
1781701321.028362,1781701320.991092,0.552649,1.768407,-0.012919,-0.740,distance
1781701321.328510,1781701321.291215,0.575593,1.767881,-0.011667,-0.668,distance
1781701321.578399,1781701321.541054,0.596252,1.767655,-0.009908,-0.568,distance
1781701321.878408,1781701321.841042,0.616363,1.765530,-0.009580,-0.549,distance
1781701322.178347,1781701322.141051,0.640295,1.765322,-0.007553,-0.433,distance
1781701322.580501,1781701322.541170,0.660429,1.764568,-0.011365,-0.651,distance
1781701322.878386,1781701322.841373,0.682341,1.764336,-0.009773,-0.560,distance
1781701323.378475,1781701323.341150,0.702356,1.766024,-0.006446,-0.369,distance
1781701323.628360,1781701323.591272,0.723118,1.765902,-0.005001,-0.287,distance
1781701324.078305,1781701324.041480,0.746011,1.764211,-0.007998,-0.458,distance
1781701324.328422,1781701324.291478,0.766137,1.764063,-0.006260,-0.359,distance
1781701324.728369,1781701324.691214,0.788319,1.765411,-0.002471,-0.142,distance
1781701325.028357,1781701324.991146,0.809928,1.765374,-0.000813,-0.047,distance
1781701325.278353,1781701325.241186,0.831784,1.769594,-0.001965,-0.113,distance
1781701325.578394,1781701325.541097,0.855488,1.769565,-0.000071,-0.004,distance
1781701325.878360,1781701325.841393,0.877252,1.768585,0.003191,0.183,distance
1781701326.178360,1781701326.141425,0.900412,1.768681,0.005261,0.301,distance
1781701326.478359,1781701326.441175,0.922266,1.768810,0.006785,0.389,distance
1781701326.778345,1781701326.742425,0.944645,1.768307,0.008254,0.473,distance
1781701327.278369,1781701327.241292,0.947564,1.768332,0.009099,0.521,time
1781701327.778416,1781701327.741490,0.964455,1.768493,0.010224,0.586,time
1781701328.033537,1781701327.991201,0.988899,1.769413,0.015470,0.886,distance
1781701328.228525,1781701328.190990,1.009718,1.769748,0.017324,0.993,distance
1781701328.478486,1781701328.441123,1.035450,1.770598,0.017366,0.995,distance
1781701328.828218,1781701328.791081,1.057106,1.770987,0.018619,1.067,distance
1781701329.128221,1781701329.091196,1.077999,1.771387,0.019804,1.135,distance
1781701329.428390,1781701329.391361,1.101671,1.772237,0.017898,1.025,distance
1781701329.728446,1781701329.692171,1.122931,1.772587,0.014242,0.816,distance
1781701330.028497,1781701329.991133,1.144332,1.775592,0.012187,0.698,distance
1781701330.328626,1781701330.291361,1.166316,1.775822,0.007967,0.456,distance
1781701330.628586,1781701330.591226,1.188172,1.774738,-0.002099,-0.120,distance
1781701330.928504,1781701330.891042,1.210511,1.774656,-0.006031,-0.346,distance
1781701331.178384,1781701331.141334,1.230656,1.774506,-0.010048,-0.576,distance
1781701331.628551,1781701331.591147,1.254990,1.775851,-0.017852,-1.023,distance
1781701332.028494,1781701331.991164,1.277306,1.777399,-0.019036,-1.091,distance
1781701332.328642,1781701332.291296,1.298017,1.776970,-0.023223,-1.331,distance
1781701332.628412,1781701332.590981,1.322279,1.777907,-0.023485,-1.346,distance
1781701332.878475,1781701332.841148,1.345548,1.779278,-0.022578,-1.294,distance
1781701333.178380,1781701333.141249,1.369284,1.778699,-0.027269,-1.562,distance
1781701333.428389,1781701333.394821,1.392847,1.781853,-0.022578,-1.294,distance
1781701333.729776,1781701333.691312,1.414831,1.781326,-0.026146,-1.498,distance
1781701334.031755,1781701333.991027,1.438166,1.782544,-0.028288,-1.621,distance
1781701334.278375,1781701334.240994,1.458573,1.784302,-0.025878,-1.483,distance
1781701334.578463,1781701334.541813,1.481636,1.783718,-0.024627,-1.411,distance
1781701334.928396,1781701334.891045,1.502014,1.784279,-0.019928,-1.142,distance
1781701335.228392,1781701335.191310,1.522429,1.783881,-0.018897,-1.083,distance
1781701335.434355,1781701335.391392,1.543670,1.785380,-0.021416,-1.227,distance
1781701335.678702,1781701335.641065,1.563816,1.785043,-0.020533,-1.176,distance
1781701335.981295,1781701335.940966,1.587433,1.784575,-0.018739,-1.074,distance
1781701336.178489,1781701336.141007,1.607946,1.786016,-0.019985,-1.145,distance
1781701336.528411,1781701336.492442,1.628636,1.785621,-0.017757,-1.017,distance
1781701337.028527,1781701336.991023,1.627841,1.785635,-0.017797,-1.020,time
1781701337.578480,1781701337.544601,1.627841,1.785635,-0.017699,-1.014,time
1781701338.128361,1781701338.091000,1.627841,1.785635,-0.017655,-1.012,time
1781701338.628373,1781701338.591070,1.627841,1.785635,-0.017643,-1.011,time
1781701339.128421,1781701339.091031,1.627841,1.785635,-0.017587,-1.008,time
1781701339.678432,1781701339.642162,1.627841,1.785635,-0.017485,-1.002,time
1781701340.228360,1781701340.191092,1.627841,1.785635,-0.017378,-0.996,time
1781701340.728372,1781701340.691051,1.627841,1.785635,-0.017323,-0.993,time
1781701341.278406,1781701341.241284,1.627841,1.785635,-0.017226,-0.987,time
1781701341.778466,1781701341.741358,1.627841,1.785635,-0.017151,-0.983,time
1781701342.328376,1781701342.291960,1.627841,1.785635,-0.017033,-0.976,time
1781701342.831586,1781701342.791354,1.627841,1.785635,-0.016881,-0.967,time
1781701343.278515,1781701343.241033,1.649508,1.785368,-0.004614,-0.264,distance
1781701343.478382,1781701343.441285,1.672280,1.786375,0.001137,0.065,distance
1781701343.728383,1781701343.691267,1.695638,1.786532,0.015777,0.904,distance
1781701343.978502,1781701343.941262,1.718336,1.787054,0.034013,1.949,distance
1781701344.280120,1781701344.240992,1.740522,1.787934,0.047230,2.706,distance
1781701344.628366,1781701344.591334,1.765235,1.789780,0.060060,3.441,distance
1781701344.878428,1781701344.841264,1.785739,1.791666,0.069408,3.977,distance
1781701345.178428,1781701345.141142,1.808695,1.793398,0.083837,4.803,distance
1781701345.478392,1781701345.441329,1.828977,1.794547,0.091321,5.232,distance
1781701345.778543,1781701345.741298,1.850888,1.796701,0.107436,6.156,distance
1781701346.031193,1781701345.991285,1.871780,1.800040,0.121532,6.963,distance
1781701346.578485,1781701346.541304,1.875757,1.801665,0.122934,7.044,time
1781701347.128363,1781701347.091029,1.897051,1.804428,0.138717,7.948,distance
1781701347.528661,1781701347.491250,1.919352,1.807718,0.156935,8.992,distance
1781701347.728371,1781701347.690989,1.939762,1.813810,0.171541,9.829,distance
1781701347.978358,1781701347.941373,1.963231,1.818072,0.192185,11.011,distance
1781701348.228400,1781701348.191175,1.985215,1.822528,0.211574,12.122,distance
1781701348.628416,1781701348.591061,2.006950,1.825885,0.233255,13.365,distance
1781701348.928404,1781701348.891159,2.027978,1.831036,0.250650,14.361,distance
1781701349.228374,1781701349.192356,2.049429,1.835795,0.271780,15.572,distance
1781701349.528379,1781701349.491435,2.071777,1.842237,0.293017,16.789,distance
1781701349.778432,1781701349.741572,2.092531,1.847352,0.310131,17.769,distance
1781701350.078415,1781701350.041314,2.114009,1.854377,0.330456,18.934,distance
1781701350.378404,1781701350.341069,2.134755,1.861696,0.352509,20.197,distance
1781701350.628390,1781701350.591399,2.151999,1.874079,0.379662,21.753,distance
1781701351.078440,1781701351.041572,2.173779,1.883001,0.403992,23.147,distance
1781701351.329020,1781701351.297663,2.189410,1.895677,0.436049,24.984,distance
1781701351.628420,1781701351.591245,2.207952,1.904518,0.457801,26.230,distance
1781701351.878504,1781701351.841234,2.227028,1.914134,0.480676,27.541,distance
1781701352.128439,1781701352.091430,2.247349,1.921311,0.500597,28.682,distance
1781701352.428464,1781701352.391401,2.265679,1.931586,0.525514,30.110,distance
1781701352.778390,1781701352.741076,2.287075,1.940719,0.550742,31.555,distance
1781701353.028367,1781701352.990986,2.304739,1.951796,0.574237,32.901,distance
1781701353.178355,1781701353.141222,2.324703,1.960475,0.584464,33.487,distance
1781701353.428394,1781701353.391205,2.341587,1.971857,0.606333,34.740,distance
1781701353.728414,1781701353.691091,2.359909,1.983443,0.630296,36.113,distance
1781701354.028357,1781701353.991814,2.376637,1.995814,0.653267,37.429,distance
1781701354.278518,1781701354.241837,2.392510,2.008194,0.676718,38.773,distance
1781701354.428348,1781701354.391537,2.411370,2.017591,0.680963,39.016,distance
1781701354.678530,1781701354.641282,2.427242,2.030696,0.704041,40.339,distance
1781701354.929635,1781701354.891506,2.444677,2.046806,0.727609,41.689,distance
1781701355.280262,1781701355.241404,2.461672,2.062308,0.752870,43.136,distance
1781701355.578652,1781701355.541135,2.478733,2.078674,0.781267,44.763,distance
1781701355.828384,1781701355.791122,2.496512,2.092436,0.812077,46.529,distance
1781701356.228429,1781701356.193786,2.511194,2.108813,0.842714,48.284,distance
1781701356.578526,1781701356.541444,2.526498,2.126342,0.868368,49.754,distance
1781701356.878417,1781701356.841255,2.539447,2.147546,0.907548,51.999,distance
1781701357.178263,1781701357.141140,2.552053,2.164093,0.939381,53.823,distance
1781701357.678376,1781701357.640949,2.557892,2.174701,0.960304,55.021,time
1781701357.978360,1781701357.944299,2.571318,2.194430,0.991361,56.801,distance
1781701358.478408,1781701358.441391,2.578405,2.201682,1.008741,57.797,time
1781701358.978447,1781701358.941061,2.578405,2.201682,1.008874,57.804,time
1781701359.328397,1781701359.291137,2.591066,2.222357,1.041089,59.650,distance
1781701359.578456,1781701359.541230,2.602677,2.242947,1.073785,61.523,distance
1781701359.878411,1781701359.841024,2.612824,2.262227,1.104260,63.269,distance
1781701360.178408,1781701360.141889,2.624446,2.278520,1.132260,64.874,distance
1781701360.478492,1781701360.441338,2.626814,2.299645,1.163229,66.648,distance
1781701360.728415,1781701360.691179,2.635246,2.319881,1.195861,68.518,distance
1781701361.178490,1781701361.141026,2.643688,2.340020,1.233742,70.688,distance
1781701361.633626,1781701361.591164,2.647153,2.363072,1.276210,73.121,distance
1781701361.878400,1781701361.841440,2.641648,2.387728,1.307760,74.929,distance
1781701362.128390,1781701362.091059,2.646632,2.407140,1.336875,76.597,distance
1781701362.578366,1781701362.541283,2.646553,2.427976,1.372792,78.655,distance
1781701362.878389,1781701362.841359,2.657585,2.508352,1.444794,82.781,distance
1781701363.078409,1781701363.041124,2.660042,2.530601,1.476621,84.604,distance
1781701363.278400,1781701363.241227,2.646950,2.479391,1.465559,83.970,distance
1781701363.628429,1781701363.591141,2.648909,2.500385,1.495019,85.658,distance
1781701363.680666,1781701363.641406,2.660965,2.578343,1.542561,88.382,distance
1781701364.228449,1781701364.191467,2.660949,2.577767,1.541470,88.320,time
1781701364.628430,1781701364.591293,2.661484,2.601847,1.552396,88.946,distance
1781701364.833625,1781701364.791492,2.661839,2.622298,1.554946,89.092,distance
1781701365.028514,1781701364.991328,2.647916,2.573088,1.526438,87.458,distance
1781701365.328464,1781701365.291273,2.648285,2.594743,1.527894,87.542,distance
1781701365.578412,1781701365.541084,2.649191,2.616551,1.531207,87.732,distance
1781701365.878777,1781701365.841164,2.648278,2.640301,1.530979,87.719,distance
1781701366.178392,1781701366.141219,2.649072,2.661019,1.534483,87.919,distance
1781701366.528502,1781701366.491096,2.648452,2.682910,1.527299,87.508,distance
1781701366.828416,1781701366.791225,2.649430,2.706051,1.530328,87.681,distance
1781701367.078463,1781701367.041327,2.650948,2.727436,1.544597,88.499,distance
1781701367.378401,1781701367.341201,2.651516,2.750440,1.547845,88.685,distance
1781701367.678418,1781701367.640964,2.651985,2.772338,1.551322,88.884,distance
1781701368.078367,1781701368.041207,2.648153,2.795046,1.555527,89.125,distance
1781701368.378426,1781701368.348852,2.648480,2.818447,1.558740,89.309,distance
1781701368.639104,1781701368.591082,2.650039,2.839837,1.560881,89.432,distance
1781701368.933224,1781701368.895238,2.650229,2.862782,1.564618,89.646,distance
1781701369.278526,1781701369.241106,2.650481,2.885386,1.556848,89.201,distance
1781701369.578366,1781701369.541152,2.650746,2.905935,1.559180,89.334,distance
1781701369.928398,1781701369.891200,2.655793,2.925629,1.554253,89.052,distance
1781701370.228462,1781701370.190985,2.656155,2.949374,1.557064,89.213,distance
1781701370.537048,1781701370.491603,2.655989,2.975919,1.563816,89.600,distance
1781701370.778412,1781701370.741577,2.655409,2.997182,1.570384,89.976,distance
1781701371.078350,1781701371.041346,2.655396,3.020493,1.572910,90.121,distance
1781701371.428586,1781701371.391346,2.656356,3.040667,1.577850,90.404,distance
1781701371.978361,1781701371.941235,2.656368,3.039033,1.577627,90.391,time
1781701372.478371,1781701372.441113,2.656368,3.039033,1.577351,90.376,time
1781701372.978473,1781701372.941216,2.656368,3.039033,1.577418,90.379,time
1781701373.479960,1781701373.441068,2.656368,3.039033,1.577483,90.383,time
1781701374.028547,1781701373.991309,2.656368,3.039033,1.577481,90.383,time
1781701374.578390,1781701374.541065,2.656368,3.039033,1.577645,90.392,time
1781701375.080930,1781701375.041000,2.656368,3.039033,1.577701,90.396,time
1781701375.632409,1781701375.595800,2.656368,3.039033,1.577864,90.405,time
1781701376.133626,1781701376.091195,2.656368,3.039033,1.578050,90.416,time
1781701376.678421,1781701376.641452,2.656368,3.039033,1.577961,90.411,time
1781701377.228387,1781701377.195884,2.656368,3.039033,1.577900,90.407,time
1781701377.778463,1781701377.745088,2.656368,3.039033,1.577898,90.407,time
1781701378.328367,1781701378.292669,2.656368,3.039033,1.577920,90.408,time
1781701378.828416,1781701378.794479,2.656368,3.039033,1.577924,90.408,time
